cooperative_id,province,district,km_non_track,m_to_made_road,error_m
57462,GORONTALO,KAB. GORONTALO UTARA,0.66,625.2697087047638,34.73029129523616
17963,KALIMANTAN SELATAN,KAB. BARITO KUALA,1.32,1241.9829547546517,78.0170452453483
53289,BALI,KAB. TABANAN,0.0,5.613493329437387,-5.613493329437387
77875,SULAWESI TENGAH,KAB. PARIGI MOUTONG,1.188,1114.2294068116066,73.77059318839338
11171,SUMATERA SELATAN,KAB. BANYUASIN,0.0,10.267217651601973,-10.267217651601973
14574,JAWA TENGAH,KAB. MAGELANG,0.0,4.595318596125449,-4.595318596125449
50217,BANTEN,KAB. LEBAK,0.396,374.7425886524392,21.257411347560776
24921,SUMATERA SELATAN,KAB. EMPAT LAWANG,3.432,3520.4535627765395,-88.45356277653946
88613,PAPUA PEGUNUNGAN,KAB. YALIMO,0.132,131.34987203007688,0.650127969923119
43304,ACEH,KAB. ACEH TAMIANG,0.0,35.05715855554233,-35.05715855554233
25219,JAWA TIMUR,KAB. PAMEKASAN,0.0,5.432754539920761,-5.432754539920761
68364,BALI,KAB. BULELENG,0.0,17.804804369055685,-17.804804369055685
57098,KALIMANTAN UTARA,KOTA TARAKAN,0.132,65.80944120878983,66.19055879121017
81430,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,0.0,14.835016573238784,-14.835016573238784
59640,LAMPUNG,KAB. LAMPUNG TIMUR,0.0,28.62806502716599,-28.62806502716599
53798,SUMATERA UTARA,KAB. PADANG LAWAS,0.132,107.61940240643035,24.380597593569647
72255,ACEH,KAB. ACEH TIMUR,0.0,8.082796655506362,-8.082796655506362
6445,SUMATERA SELATAN,KAB. MUARA ENIM,0.132,40.53315262483639,91.46684737516361
2512,SUMATERA SELATAN,KAB. MUSI RAWAS,3.168,3179.1895542788875,-11.189554278887499
85585,ACEH,KAB. ACEH BARAT DAYA,0.132,202.68062520401955,-70.68062520401955
32705,NUSA TENGGARA TIMUR,KAB. SIKKA,0.0,3.0470001530345647,-3.0470001530345647
87244,PAPUA BARAT DAYA,KAB. MAYBRAT,0.132,166.33568327916916,-34.33568327916916
3497,JAWA TIMUR,KAB. SITUBONDO,0.132,117.61894862856958,14.381051371430416
1954,LAMPUNG,KAB. PRINGSEWU,0.0,54.20742334979774,-54.20742334979774
26077,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,0.264,199.49344883661956,64.50655116338044
84128,NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,1.188,1156.3771756571505,31.622824342849526
38374,NUSA TENGGARA TIMUR,KAB. SUMBA TIMUR,0.264,224.7271209941827,39.27287900581729
68908,JAWA TIMUR,KAB. BOJONEGORO,0.0,0.20549784008672434,-0.20549784008672434
67952,SULAWESI TENGAH,KAB. TOJO UNA UNA,0.792,721.0625465795506,70.9374534204494
43995,JAWA TIMUR,KAB. TUBAN,0.132,50.09415036660354,81.90584963339646
25125,PAPUA,KAB. BIAK NUMFOR,1.716,1657.9810352656123,58.01896473438774
35048,JAWA TIMUR,KAB. BLITAR,0.0,19.80393823696076,-19.80393823696076
34155,JAWA TIMUR,KAB. MADIUN,0.0,16.64098751823599,-16.64098751823599
72238,SULAWESI TENGAH,KAB. MOROWALI,0.0,37.00640233844287,-37.00640233844287
9342,KALIMANTAN BARAT,KOTA SINGKAWANG,0.132,168.05675809217345,-36.05675809217345
36454,SUMATERA UTARA,KAB. NIAS SELATAN,0.0,66.32337219519123,-66.32337219519123
1058,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANG ILIR,0.132,128.49984031504505,3.5001596849549514
44536,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,1.452,1650.2235833897703,-198.22358338977028
45694,SUMATERA BARAT,KAB. AGAM,0.0,9.621486796361312,-9.621486796361312
17426,KALIMANTAN TENGAH,KAB. MURUNG RAYA,3.168,2825.3857943763237,342.6142056236763
50558,SUMATERA BARAT,KAB. LIMA PULUH KOTA,0.132,50.551586939493205,81.4484130605068
56801,NUSA TENGGARA TIMUR,KAB. SUMBA BARAT DAYA,0.0,47.3323707976882,-47.3323707976882
69346,JAWA TENGAH,KAB. KEBUMEN,0.0,16.47537842662917,-16.47537842662917
72919,JAWA TENGAH,KAB. TEMANGGUNG,0.0,39.60139362448135,-39.60139362448135
60794,SUMATERA SELATAN,KAB. OKU SELATAN,1.188,1101.846038045375,86.15396195462495
68320,RIAU,KAB. KUANTAN SINGINGI,2.508,2532.5017387451826,-24.501738745182593
9957,SUMATERA SELATAN,KAB. OKU TIMUR,0.528,524.6742734794628,3.3257265205371596
20626,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,0.0,21.61515786882531,-21.61515786882531
83912,JAMBI,KAB. SAROLANGUN,0.396,339.43189042218046,56.56810957781954
66218,ACEH,KAB. GAYO LUES,0.132,140.79431791394734,-8.794317913947339
69276,SULAWESI UTARA,KOTA TOMOHON,0.0,12.541662784738735,-12.541662784738735
33580,SUMATERA UTARA,KAB. SIMALUNGUN,0.264,203.25872858707683,60.74127141292317
82425,ACEH,KAB. ACEH BARAT DAYA,2.112,1960.2578556950305,151.74214430496954
43786,JAWA TENGAH,KAB. DEMAK,0.0,24.12503527059001,-24.12503527059001
11617,BANTEN,KAB. LEBAK,0.396,285.19755233783536,110.80244766216464
11070,KALIMANTAN BARAT,KAB. KAYONG UTARA,0.132,104.17785184885201,27.822148151147985
92185,PAPUA SELATAN,KAB. MAPPI,0.0,89.30486038701643,-89.30486038701643
53801,PAPUA BARAT DAYA,KOTA SORONG,0.0,41.16345305481156,-41.16345305481156
10642,BALI,KAB. JEMBRANA,0.0,25.39120500596059,-25.39120500596059
31576,KALIMANTAN BARAT,KAB. SINTANG,0.396,361.2081064794202,34.79189352057978
16121,BENGKULU,KAB. BENGKULU SELATAN,0.528,494.6238345608389,33.37616543916113
2822,LAMPUNG,KAB. TULANG BAWANG,2.112,2113.459207086176,-1.4592070861758657
66482,JAWA BARAT,KAB. MAJALENGKA,0.0,34.16065592756809,-34.16065592756809
36082,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG,0.66,713.2071877687507,-53.207187768750714
50753,NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,0.0,14.06842905844386,-14.06842905844386
30753,SUMATERA SELATAN,KAB. EMPAT LAWANG,5.016,5064.586681284182,-48.586681284182305
33106,JAWA TENGAH,KAB. KLATEN,0.0,6.022570136953647,-6.022570136953647
92047,PAPUA PEGUNUNGAN,KAB. JAYAWIJAYA,2.508,2437.0159282241198,70.98407177588024
75735,SULAWESI SELATAN,KAB. LUWU,0.132,207.27005686104195,-75.27005686104195
75889,BANTEN,KOTA SERANG,0.0,3.8737304320744808,-3.8737304320744808
10305,KALIMANTAN BARAT,KAB. SAMBAS,0.264,298.6676334949626,-34.667633494962615
35449,SULAWESI TENGAH,KAB. TOLI-TOLI,0.0,11.089207791968017,-11.089207791968017
1836,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA TENGAH,0.792,737.6464338225568,54.35356617744321
44318,JAWA BARAT,KAB. CIANJUR,0.0,20.549446953087028,-20.549446953087028
4823,LAMPUNG,KAB. LAMPUNG SELATAN,0.924,757.4142664722548,166.58573352774522
46322,JAWA BARAT,KAB. CIANJUR,0.0,11.625568562878021,-11.625568562878021
3600,LAMPUNG,KAB. LAMPUNG BARAT,0.132,77.6301914580303,54.369808541969704
51896,JAMBI,KAB. BATANG HARI,2.112,2029.553555237885,82.4464447621151
41838,JAWA TIMUR,KAB. MADIUN,0.132,137.72429391674757,-5.72429391674757
7836,LAMPUNG,KAB. PESISIR BARAT,0.132,114.97900999603145,17.02099000396855
60101,SULAWESI UTARA,KAB. KEPULAUAN TALAUD,3.168,3224.6151153843875,-56.615115384387536
50445,SULAWESI TENGAH,KAB. TOLI-TOLI,0.528,456.1656445106742,71.83435548932579
7413,SUMATERA UTARA,KAB. MANDAILING NATAL,0.264,268.5162247155639,-4.516224715563908
81796,JAMBI,KAB. TANJUNG JABUNG TIMUR,2.64,2706.558491814664,-66.5584918146642
961,JAWA TIMUR,KAB. MALANG,0.264,214.63251775253335,49.367482247466654
50179,SULAWESI SELATAN,KAB. JENEPONTO,0.396,378.09655732352024,17.903442676479756
31489,SUMATERA BARAT,KAB. PESISIR SELATAN,0.132,42.78112063288129,89.21887936711872
76957,SULAWESI UTARA,KAB. MINAHASA,0.0,5.429748831954497,-5.429748831954497
67104,ACEH,KAB. ACEH TIMUR,0.924,937.19056153522,-13.190561535220013
2733,MALUKU UTARA,KAB. HALMAHERA UTARA,0.0,31.683149938772406,-31.683149938772406
8229,SUMATERA UTARA,KAB. TAPANULI SELATAN,0.0,4.701033210712837,-4.701033210712837
63833,SULAWESI SELATAN,KAB. LUWU TIMUR,0.924,914.9231745496527,9.076825450347314
79304,ACEH,KAB. PIDIE,0.132,117.86974632192087,14.130253678079129
18067,JAWA TENGAH,KOTA SEMARANG,0.0,9.900141774484053,-9.900141774484053
91799,JAMBI,KAB. MUARO JAMBI,0.132,115.44446246465372,16.555537535346275
4517,ACEH,KAB. BENER MERIAH,0.132,235.56637471101794,-103.56637471101794
60021,NUSA TENGGARA TIMUR,KAB. MANGGARAI,0.264,192.30013577744123,71.69986422255877
37252,ACEH,KAB. BIREUEN,0.0,14.546171724862784,-14.546171724862784
23543,ACEH,KOTA BANDA ACEH,0.0,4.700591286801848,-4.700591286801848
28817,JAWA TENGAH,KAB. WONOGIRI,0.0,88.00417289576052,-88.00417289576052
60177,SULAWESI BARAT,KAB. POLEWALI MANDAR,0.396,272.7077779423995,123.2922220576005
23316,BANTEN,KAB. PANDEGLANG,0.0,11.681905576251294,-11.681905576251294
74164,BANTEN,KAB. TANGERANG,0.0,1.2380574283788532,-1.2380574283788532
16339,SUMATERA UTARA,KAB. TAPANULI SELATAN,3.036,3235.185669654243,-199.18566965424316
79115,LAMPUNG,KAB. TANGGAMUS,0.0,5.640279593237148,-5.640279593237148
62240,JAWA TENGAH,KAB. KENDAL,0.66,524.8631256447972,135.13687435520285
87469,MALUKU UTARA,KOTA TERNATE,0.132,167.56138782300934,-35.56138782300934
26880,JAWA TIMUR,KAB. SUMENEP,0.132,85.32782070533969,46.67217929466031
22071,SULAWESI TENGAH,KAB. BANGGAI,3.828,3984.8657907891316,-156.86579078913155
74900,JAWA BARAT,KAB. SUBANG,0.0,91.69625756861358,-91.69625756861358
37232,KALIMANTAN SELATAN,KAB. BARITO KUALA,0.132,213.68035735342735,-81.68035735342735
20794,JAWA BARAT,KAB. GARUT,0.0,26.215784139792515,-26.215784139792515
29437,ACEH,KOTA BANDA ACEH,0.0,2.564741325717691,-2.564741325717691
27954,JAWA TIMUR,KAB. KEDIRI,0.0,20.65287307559842,-20.65287307559842
53407,NUSA TENGGARA TIMUR,KAB. NGADA,1.716,1508.8828387969086,207.11716120309143
79375,ACEH,KAB. ACEH UTARA,0.0,27.38370183612819,-27.38370183612819
53457,KALIMANTAN BARAT,KAB. KUBU RAYA,3.432,3591.1318840155304,-159.13188401553043
53288,BALI,KAB. BULELENG,0.132,81.32902954824958,50.67097045175042
65806,KALIMANTAN BARAT,KAB. KETAPANG,0.264,145.18646837570054,118.81353162429946
49479,SULAWESI BARAT,KAB. MAMASA,0.264,240.7935930389364,23.206406961063607
55906,JAWA TIMUR,KAB. LUMAJANG,0.0,19.742691716044966,-19.742691716044966
79476,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,0.396,340.9766601937607,55.02333980623928
28035,LAMPUNG,KAB. PESAWARAN,0.0,7.613890337831489,-7.613890337831489
10576,SUMATERA SELATAN,KAB. LAHAT,0.0,19.35629335145465,-19.35629335145465
90030,SULAWESI UTARA,KAB. KEPULAUAN SANGIHE,1.452,1359.1306938874827,92.86930611251728
45377,BALI,KAB. BANGLI,0.0,90.07715280900821,-90.07715280900821
19650,JAWA BARAT,KOTA TASIKMALAYA,0.0,19.058994651514094,-19.058994651514094
39933,SUMATERA UTARA,KAB. MANDAILING NATAL,2.772,2570.9619355907867,201.03806440921335
25722,JAWA TENGAH,KAB. KEBUMEN,0.132,95.68031664023853,36.31968335976147
71234,BANTEN,KAB. SERANG,0.132,174.74294106219094,-42.74294106219094
74307,SUMATERA UTARA,KAB. TAPANULI TENGAH,0.132,152.5138923579684,-20.513892357968388
76795,JAWA TENGAH,KAB. PURWOREJO,0.0,67.27530544459503,-67.27530544459503
11653,MALUKU UTARA,KAB. HALMAHERA TENGAH,3.432,3183.7985273763625,248.20147262363753
18929,PAPUA TENGAH,KAB. MIMIKA,2.376,2500.418126793087,-124.41812679308714
36301,SUMATERA UTARA,KAB. SAMOSIR,0.132,158.45467200814596,-26.454672008145963
73451,SULAWESI SELATAN,KAB. BONE,0.0,1.4182030368238405,-1.4182030368238405
6037,RIAU,KAB. BENGKALIS,1.848,1756.2387539192925,91.76124608070745
44220,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,0.264,208.7898381176631,55.210161882336905
25354,SULAWESI TENGGARA,KAB. BOMBANA,0.0,11.03587444463255,-11.03587444463255
22713,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,0.0,4.595185416987441,-4.595185416987441
17703,JAWA TIMUR,KAB. SAMPANG,0.0,4.040643999520056,-4.040643999520056
21499,SUMATERA SELATAN,KAB. MUSI BANYUASIN,0.264,319.7903506390211,-55.790350639021085
38003,SULAWESI UTARA,KAB. MINAHASA TENGGARA,4.752,4837.557589179078,-85.5575891790777
15872,NUSA TENGGARA TIMUR,KAB. KUPANG,0.792,784.6295056785109,7.3704943214891045
52739,JAWA TENGAH,KAB. CILACAP,0.0,27.58340050772269,-27.58340050772269
70108,ACEH,KAB. NAGAN RAYA,0.396,425.1993067967739,-29.199306796773897
17970,SUMATERA SELATAN,KAB. OGAN KOMERING ULU,2.64,2369.129116648239,270.8708833517612
68143,SUMATERA UTARA,KOTA PEMATANGSIANTAR,0.0,22.612196821957667,-22.612196821957667
8346,JAWA TIMUR,KAB. PACITAN,0.132,231.81945260991364,-99.81945260991364
65723,NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,0.528,488.59657835797043,39.40342164202957
8397,SULAWESI BARAT,KAB. MAMASA,1.056,878.7882046816165,177.21179531838345
35730,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA BARAT,0.264,260.80723222285553,3.192767777144468
72123,JAWA TENGAH,KAB. PURWOREJO,0.0,31.78202642560565,-31.78202642560565
914,JAWA TIMUR,KAB. GRESIK,0.0,41.45579514838473,-41.45579514838473
74988,LAMPUNG,KAB. LAMPUNG TIMUR,0.132,83.82481368008466,48.17518631991534
26636,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,0.132,105.14716994830633,26.852830051693672
26771,JAWA TIMUR,KAB. BANGKALAN,0.0,47.28841342363418,-47.28841342363418
76278,NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,0.264,310.5806070956312,-46.580607095631194
76083,ACEH,KAB. ACEH BARAT,1.32,1144.6279153202875,175.37208467971254
64506,JAWA TENGAH,KAB. REMBANG,0.264,184.2314370495287,79.7685629504713
18753,SUMATERA UTARA,KAB. DELI SERDANG,1.188,1193.1407446614726,-5.140744661472581
75888,JAWA TIMUR,KAB. BONDOWOSO,1.716,1389.9847354993292,326.0152645006708
44257,KALIMANTAN BARAT,KAB. KUBU RAYA,2.64,2355.465001362471,284.53499863752904
70471,BENGKULU,KAB. BENGKULU UTARA,0.66,565.5408089935736,94.45919100642641
75628,KALIMANTAN BARAT,KAB. SINTANG,0.132,233.67797201324896,-101.67797201324896
3289,SUMATERA SELATAN,KAB. MUARA ENIM,0.0,6.302871189869747,-6.302871189869747
57136,SUMATERA SELATAN,KAB. OKU SELATAN,0.132,202.79310146177053,-70.79310146177053
59072,JAWA TENGAH,KAB. PURWOREJO,0.0,51.24806206337463,-51.24806206337463
18535,SULAWESI TENGGARA,KOTA BAU BAU,0.264,298.7048267620607,-34.70482676206069
15606,SULAWESI SELATAN,KAB. BONE,0.792,730.2980109449943,61.7019890550057
35118,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,0.0,16.33346990272026,-16.33346990272026
76014,BENGKULU,KAB. BENGKULU UTARA,0.0,7.047498077541299,-7.047498077541299
12910,JAWA TENGAH,KAB. BLORA,0.0,17.603882366727483,-17.603882366727483
30142,NUSA TENGGARA BARAT,KAB. LOMBOK BARAT,0.264,179.99594988986777,84.00405011013223
84286,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH SELATAN,0.0,18.443793710637017,-18.443793710637017
9501,SUMATERA UTARA,KAB. BATU BARA,0.132,95.03564490243724,36.96435509756276
12021,SUMATERA UTARA,KOTA TEBING TINGGI,0.0,26.538799555527955,-26.538799555527955
88559,MALUKU UTARA,KAB. HALMAHERA SELATAN,1.98,2076.953856194987,-96.95385619498711
5769,ACEH,KAB. PIDIE,0.0,49.39563779184788,-49.39563779184788
61397,SULAWESI SELATAN,KAB. SINJAI,0.396,287.72687594045266,108.27312405954734
10790,SULAWESI BARAT,KAB. POLEWALI MANDAR,0.264,282.2984293394898,-18.298429339489815
49790,JAWA TIMUR,KAB. PAMEKASAN,0.0,6.737428841780201,-6.737428841780201
41432,SULAWESI TENGGARA,KAB. MUNA BARAT,0.132,50.02594335325957,81.97405664674042
45948,JAWA BARAT,KAB. SUMEDANG,0.0,53.65091075272363,-53.65091075272363
4173,LAMPUNG,KAB. TANGGAMUS,0.132,208.72518340453152,-76.72518340453152
87639,SUMATERA BARAT,KAB. PASAMAN BARAT,0.132,59.02085966111583,72.97914033888418
39519,KALIMANTAN TENGAH,KAB. BARITO UTARA,0.0,11.658909969502778,-11.658909969502778
38116,MALUKU UTARA,KAB. PULAU MOROTAI,1.056,975.39673549324,80.60326450675996
87009,PAPUA BARAT DAYA,KAB. MAYBRAT,0.396,448.63555890716873,-52.63555890716873
33059,JAWA BARAT,KAB. TASIKMALAYA,0.0,21.34627103144349,-21.34627103144349
2065,JAWA TENGAH,KAB. PATI,0.132,66.06856700387257,65.93143299612743
9240,KALIMANTAN SELATAN,KOTA BANJARMASIN,0.0,4.586405787476452,-4.586405787476452
80299,ACEH,KAB. PIDIE,0.396,467.8104538303938,-71.81045383039378
52074,ACEH,KAB. ACEH UTARA,0.0,97.25068733333688,-97.25068733333688
91776,RIAU,KAB. KAMPAR,0.0,31.653324663843865,-31.653324663843865
69066,MALUKU,KAB. MALUKU TENGGARA,0.924,862.4336853719865,61.566314628013515
2228,LAMPUNG,KAB. TULANG BAWANG,0.0,34.83574968493179,-34.83574968493179
79697,NUSA TENGGARA TIMUR,KAB. NGADA,0.924,781.9663817035313,142.03361829646872
18273,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,0.0,30.582505318083474,-30.582505318083474
77410,BENGKULU,KAB. KEPAHIANG,0.132,124.81793377348936,7.182066226510642
51113,SUMATERA BARAT,KAB. PESISIR SELATAN,0.132,188.56636516351855,-56.566365163518554
42609,SULAWESI TENGAH,KAB. TOJO UNA UNA,1.584,1573.1277724001172,10.872227599882763
74428,BALI,KAB. KARANGASEM,0.0,17.29317104657679,-17.29317104657679
28222,JAWA TENGAH,KAB. CILACAP,0.132,115.23426492190102,16.765735078098984
43446,SUMATERA UTARA,KAB. SIMALUNGUN,0.264,239.68143079380945,24.318569206190546
59479,MALUKU UTARA,KAB. HALMAHERA UTARA,1.452,1500.1068122748666,-48.10681227486657
4178,BANTEN,KAB. TANGERANG,0.132,155.5857894835406,-23.585789483540594
75389,JAWA TENGAH,KAB. PURWOREJO,0.0,47.959266290132994,-47.959266290132994
5492,SUMATERA SELATAN,KAB. OGAN ILIR,0.66,662.7214739467447,-2.721473946744709
14528,JAWA TIMUR,KAB. BLITAR,0.0,9.157056091974866,-9.157056091974866
79927,NUSA TENGGARA TIMUR,KAB. NGADA,0.792,735.049820198564,56.95017980143598
43319,ACEH,KAB. ACEH TENGAH,0.0,22.019491170344622,-22.019491170344622
