cooperative_id,landcover_code,landcover
84,50,Built-up
5579,40,Cropland
6284,10,Tree cover
6712,40,Cropland
12829,10,Tree cover
13089,40,Cropland
48177,40,Cropland
57894,40,Cropland
94,40,Cropland
10016,40,Cropland
16895,10,Tree cover
19092,50,Built-up
19873,50,Built-up
25115,40,Cropland
28722,40,Cropland
31638,30,Grassland
40173,40,Cropland
40405,10,Tree cover
523,10,Tree cover
1588,40,Cropland
1746,50,Built-up
3730,50,Built-up
3771,10,Tree cover
3886,10,Tree cover
4139,10,Tree cover
14941,40,Cropland
16959,10,Tree cover
22369,30,Grassland
920,50,Built-up
4103,10,Tree cover
6601,40,Cropland
9284,10,Tree cover
9292,50,Built-up
20755,10,Tree cover
22030,50,Built-up
34109,40,Cropland
37687,10,Tree cover
41212,10,Tree cover
47991,40,Cropland
63520,40,Cropland
1503,10,Tree cover
16983,10,Tree cover
18980,10,Tree cover
19044,10,Tree cover
19836,50,Built-up
25057,10,Tree cover
63530,10,Tree cover
2501,10,Tree cover
3497,40,Cropland
4442,10,Tree cover
5188,10,Tree cover
6627,10,Tree cover
13802,10,Tree cover
14688,10,Tree cover
19100,10,Tree cover
22524,10,Tree cover
3366,50,Built-up
3966,40,Cropland
4071,50,Built-up
4774,10,Tree cover
4835,10,Tree cover
14566,10,Tree cover
14748,40,Cropland
22497,10,Tree cover
5202,10,Tree cover
9931,10,Tree cover
11824,10,Tree cover
12107,50,Built-up
13115,10,Tree cover
64251,10,Tree cover
66623,10,Tree cover
7706,40,Cropland
9195,50,Built-up
10457,50,Built-up
12087,50,Built-up
27182,40,Cropland
55062,50,Built-up
12195,10,Tree cover
15178,10,Tree cover
27194,10,Tree cover
28546,10,Tree cover
48557,10,Tree cover
53186,10,Tree cover
70872,10,Tree cover
77477,10,Tree cover
12344,30,Grassland
24046,10,Tree cover
25236,10,Tree cover
29449,40,Cropland
30975,10,Tree cover
31529,10,Tree cover
65619,10,Tree cover
66175,40,Cropland
12448,50,Built-up
14743,50,Built-up
18649,10,Tree cover
25049,40,Cropland
40737,30,Grassland
14175,40,Cropland
36316,10,Tree cover
50158,10,Tree cover
53076,10,Tree cover
73761,10,Tree cover
79856,10,Tree cover
81135,40,Cropland
17631,10,Tree cover
17833,10,Tree cover
17888,10,Tree cover
18054,40,Cropland
18106,40,Cropland
21737,40,Cropland
21967,40,Cropland
27165,40,Cropland
28713,50,Built-up
65334,40,Cropland
25154,40,Cropland
39292,10,Tree cover
68509,10,Tree cover
69170,10,Tree cover
83661,10,Tree cover
83732,30,Grassland
83796,10,Tree cover
36458,40,Cropland
38711,10,Tree cover
42146,40,Cropland
43148,40,Cropland
61070,40,Cropland
62788,50,Built-up
65254,30,Grassland
68258,10,Tree cover
40791,40,Cropland
41217,40,Cropland
55969,10,Tree cover
68946,50,Built-up
75471,40,Cropland
83998,40,Cropland
98,50,Built-up
28354,80,Water
40114,50,Built-up
43166,10,Tree cover
43998,50,Built-up
51003,50,Built-up
6102,50,Built-up
14817,50,Built-up
28347,50,Built-up
36467,30,Grassland
38176,50,Built-up
15353,50,Built-up
26410,10,Tree cover
30040,50,Built-up
34886,50,Built-up
39671,50,Built-up
39737,50,Built-up
17828,50,Built-up
23469,50,Built-up
28525,50,Built-up
35873,50,Built-up
50375,50,Built-up
18678,40,Cropland
31659,50,Built-up
39037,30,Grassland
46769,10,Tree cover
20923,50,Built-up
34096,50,Built-up
37191,50,Built-up
38390,50,Built-up
38945,50,Built-up
41895,50,Built-up
22535,50,Built-up
27997,50,Built-up
38967,50,Built-up
39022,50,Built-up
40432,50,Built-up
53126,50,Built-up
53181,50,Built-up
55033,50,Built-up
23044,50,Built-up
24141,50,Built-up
31898,30,Grassland
31967,90,Herbaceous wetland
23440,50,Built-up
37723,50,Built-up
37806,50,Built-up
38316,50,Built-up
38438,50,Built-up
23834,50,Built-up
27913,50,Built-up
35079,50,Built-up
40962,50,Built-up
41884,50,Built-up
41898,50,Built-up
44125,50,Built-up
24216,50,Built-up
26548,40,Cropland
37783,50,Built-up
58759,50,Built-up
26586,50,Built-up
26781,50,Built-up
29538,50,Built-up
34913,50,Built-up
26655,50,Built-up
37673,50,Built-up
37952,50,Built-up
43146,50,Built-up
49295,50,Built-up
27411,50,Built-up
28381,10,Tree cover
30599,50,Built-up
31701,50,Built-up
31854,50,Built-up
35964,50,Built-up
27604,50,Built-up
29262,80,Water
33417,50,Built-up
37099,50,Built-up
44127,50,Built-up
27952,50,Built-up
37637,40,Cropland
37803,50,Built-up
37883,50,Built-up
39681,10,Tree cover
41894,50,Built-up
28278,50,Built-up
37932,50,Built-up
39233,50,Built-up
39714,50,Built-up
41230,50,Built-up
28329,50,Built-up
37895,50,Built-up
38291,50,Built-up
39768,50,Built-up
29282,50,Built-up
30615,50,Built-up
39749,50,Built-up
41864,50,Built-up
41873,50,Built-up
53072,50,Built-up
30604,80,Water
34898,50,Built-up
38505,50,Built-up
39018,95,Mangrove
39732,10,Tree cover
49595,50,Built-up
31789,40,Cropland
35101,30,Grassland
41243,60,Bare / sparse
41846,50,Built-up
34169,50,Built-up
38230,50,Built-up
41851,30,Grassland
48362,50,Built-up
35087,10,Tree cover
39325,30,Grassland
43065,40,Cropland
47628,50,Built-up
35774,50,Built-up
35777,30,Grassland
38486,50,Built-up
39721,50,Built-up
40721,50,Built-up
37178,50,Built-up
37814,50,Built-up
40361,50,Built-up
56084,50,Built-up
37645,50,Built-up
39738,50,Built-up
39755,80,Water
50248,50,Built-up
37648,50,Built-up
39049,50,Built-up
39802,50,Built-up
43934,50,Built-up
37688,30,Grassland
37782,50,Built-up
38358,30,Grassland
48398,50,Built-up
37862,50,Built-up
38572,10,Tree cover
38602,50,Built-up
41240,50,Built-up
41868,50,Built-up
74763,50,Built-up
37935,50,Built-up
41238,50,Built-up
41888,50,Built-up
43189,50,Built-up
40716,80,Water
44803,50,Built-up
47818,50,Built-up
113,50,Built-up
115,10,Tree cover
135,50,Built-up
150,40,Cropland
167,50,Built-up
179,50,Built-up
182,50,Built-up
192,10,Tree cover
195,50,Built-up
268,50,Built-up
298,10,Tree cover
341,50,Built-up
507,50,Built-up
604,50,Built-up
717,50,Built-up
2693,50,Built-up
117,50,Built-up
138,50,Built-up
191,50,Built-up
196,50,Built-up
217,30,Grassland
248,10,Tree cover
629,50,Built-up
640,50,Built-up
645,50,Built-up
649,50,Built-up
654,50,Built-up
657,50,Built-up
662,50,Built-up
664,50,Built-up
670,10,Tree cover
767,50,Built-up
773,50,Built-up
782,50,Built-up
791,50,Built-up
914,50,Built-up
3789,50,Built-up
118,10,Tree cover
228,50,Built-up
321,50,Built-up
1083,50,Built-up
1290,10,Tree cover
1292,30,Grassland
1301,50,Built-up
1345,40,Cropland
1402,50,Built-up
1417,50,Built-up
1447,50,Built-up
1450,50,Built-up
1493,40,Cropland
1526,50,Built-up
119,50,Built-up
121,50,Built-up
137,30,Grassland
142,50,Built-up
279,50,Built-up
365,30,Grassland
602,50,Built-up
625,50,Built-up
628,40,Cropland
630,10,Tree cover
643,40,Cropland
660,40,Cropland
678,50,Built-up
681,40,Cropland
755,50,Built-up
1553,10,Tree cover
123,90,Herbaceous wetland
129,50,Built-up
146,50,Built-up
284,80,Water
357,80,Water
411,80,Water
594,80,Water
795,30,Grassland
839,80,Water
847,50,Built-up
924,40,Cropland
960,40,Cropland
1004,80,Water
1029,10,Tree cover
1036,80,Water
1628,80,Water
2253,50,Built-up
2783,50,Built-up
3032,40,Cropland
3354,50,Built-up
3551,40,Cropland
3560,50,Built-up
4471,50,Built-up
126,50,Built-up
199,80,Water
224,40,Cropland
490,10,Tree cover
499,40,Cropland
608,50,Built-up
672,40,Cropland
687,80,Water
704,80,Water
706,40,Cropland
725,80,Water
760,80,Water
789,50,Built-up
796,40,Cropland
891,80,Water
905,50,Built-up
943,90,Herbaceous wetland
987,50,Built-up
1073,50,Built-up
1099,50,Built-up
1100,80,Water
1237,80,Water
1585,50,Built-up
127,50,Built-up
624,50,Built-up
692,10,Tree cover
693,90,Herbaceous wetland
712,40,Cropland
714,30,Grassland
715,40,Cropland
838,50,Built-up
844,10,Tree cover
845,50,Built-up
853,40,Cropland
856,10,Tree cover
2781,50,Built-up
132,50,Built-up
144,40,Cropland
516,50,Built-up
929,50,Built-up
1540,40,Cropland
1567,50,Built-up
1673,50,Built-up
1772,10,Tree cover
1817,50,Built-up
1826,40,Cropland
2060,50,Built-up
2174,50,Built-up
2273,50,Built-up
2427,40,Cropland
2546,40,Cropland
3121,40,Cropland
3679,40,Cropland
4454,40,Cropland
4848,10,Tree cover
4865,40,Cropland
12813,40,Cropland
91464,50,Built-up
133,50,Built-up
152,50,Built-up
209,40,Cropland
225,10,Tree cover
639,10,Tree cover
665,10,Tree cover
684,50,Built-up
688,40,Cropland
778,50,Built-up
790,50,Built-up
1015,10,Tree cover
1295,10,Tree cover
1382,10,Tree cover
1412,50,Built-up
1449,50,Built-up
1667,50,Built-up
1774,50,Built-up
2653,50,Built-up
3720,10,Tree cover
5538,50,Built-up
7483,10,Tree cover
134,50,Built-up
139,40,Cropland
173,50,Built-up
214,50,Built-up
463,50,Built-up
533,10,Tree cover
612,50,Built-up
876,40,Cropland
877,10,Tree cover
888,40,Cropland
890,50,Built-up
1109,40,Cropland
1783,10,Tree cover
1808,50,Built-up
1830,40,Cropland
2724,50,Built-up
2968,40,Cropland
3016,40,Cropland
3029,80,Water
3039,50,Built-up
3047,50,Built-up
3062,50,Built-up
3314,50,Built-up
3430,50,Built-up
3443,50,Built-up
3671,40,Cropland
141,40,Cropland
158,40,Cropland
913,50,Built-up
978,40,Cropland
989,30,Grassland
1033,40,Cropland
1062,40,Cropland
1071,50,Built-up
1075,40,Cropland
1150,30,Grassland
1172,10,Tree cover
1193,40,Cropland
1229,50,Built-up
1240,50,Built-up
1249,40,Cropland
1291,40,Cropland
1293,40,Cropland
1468,50,Built-up
1637,50,Built-up
1656,40,Cropland
1682,40,Cropland
1686,50,Built-up
1835,40,Cropland
2570,40,Cropland
2647,50,Built-up
149,30,Grassland
164,90,Herbaceous wetland
223,50,Built-up
380,30,Grassland
502,10,Tree cover
586,50,Built-up
606,50,Built-up
700,50,Built-up
701,90,Herbaceous wetland
785,50,Built-up
848,40,Cropland
967,80,Water
1201,40,Cropland
1489,95,Mangrove
1602,40,Cropland
1767,10,Tree cover
1811,50,Built-up
2730,60,Bare / sparse
2858,50,Built-up
2927,50,Built-up
3076,10,Tree cover
4749,10,Tree cover
160,40,Cropland
174,30,Grassland
176,50,Built-up
296,50,Built-up
617,50,Built-up
646,50,Built-up
882,40,Cropland
948,50,Built-up
1031,50,Built-up
1068,50,Built-up
1074,90,Herbaceous wetland
1108,50,Built-up
1112,50,Built-up
1795,10,Tree cover
1950,50,Built-up
1965,50,Built-up
2050,40,Cropland
2053,80,Water
2096,40,Cropland
2100,10,Tree cover
2225,50,Built-up
230,40,Cropland
247,10,Tree cover
273,40,Cropland
338,80,Water
401,10,Tree cover
405,40,Cropland
443,90,Herbaceous wetland
446,40,Cropland
524,50,Built-up
542,40,Cropland
551,40,Cropland
552,50,Built-up
567,50,Built-up
642,10,Tree cover
655,40,Cropland
677,50,Built-up
777,40,Cropland
815,40,Cropland
816,50,Built-up
886,40,Cropland
897,40,Cropland
902,50,Built-up
904,40,Cropland
1072,50,Built-up
6687,40,Cropland
325,10,Tree cover
673,10,Tree cover
683,10,Tree cover
817,10,Tree cover
825,10,Tree cover
881,10,Tree cover
884,50,Built-up
896,10,Tree cover
899,50,Built-up
901,10,Tree cover
950,10,Tree cover
952,10,Tree cover
962,10,Tree cover
974,10,Tree cover
975,10,Tree cover
1041,50,Built-up
2465,10,Tree cover
412,10,Tree cover
424,40,Cropland
449,40,Cropland
496,50,Built-up
521,50,Built-up
577,50,Built-up
754,40,Cropland
761,50,Built-up
765,50,Built-up
781,40,Cropland
792,40,Cropland
820,40,Cropland
821,50,Built-up
829,50,Built-up
942,10,Tree cover
981,50,Built-up
990,10,Tree cover
991,90,Herbaceous wetland
1500,50,Built-up
1659,40,Cropland
1960,40,Cropland
2024,10,Tree cover
2045,40,Cropland
548,50,Built-up
613,50,Built-up
800,50,Built-up
879,50,Built-up
1025,40,Cropland
1149,40,Cropland
1314,50,Built-up
1664,50,Built-up
1739,10,Tree cover
1815,40,Cropland
2023,40,Cropland
2073,40,Cropland
2714,40,Cropland
2801,40,Cropland
4761,10,Tree cover
682,10,Tree cover
689,10,Tree cover
753,10,Tree cover
762,10,Tree cover
766,10,Tree cover
769,10,Tree cover
775,30,Grassland
779,10,Tree cover
780,50,Built-up
787,10,Tree cover
793,10,Tree cover
873,10,Tree cover
47911,10,Tree cover
148,10,Tree cover
622,50,Built-up
915,50,Built-up
15260,40,Cropland
18816,10,Tree cover
31884,40,Cropland
40166,10,Tree cover
44090,50,Built-up
44949,10,Tree cover
50460,10,Tree cover
51268,50,Built-up
53057,50,Built-up
56725,50,Built-up
58768,50,Built-up
62072,10,Tree cover
62590,50,Built-up
66654,40,Cropland
77190,50,Built-up
78287,50,Built-up
9253,40,Cropland
13125,10,Tree cover
21501,40,Cropland
32535,50,Built-up
57857,50,Built-up
59685,40,Cropland
62241,50,Built-up
64619,10,Tree cover
66614,50,Built-up
72930,50,Built-up
75472,50,Built-up
75483,10,Tree cover
75498,50,Built-up
75499,50,Built-up
85945,50,Built-up
9259,40,Cropland
24387,30,Grassland
31810,50,Built-up
46749,40,Cropland
50239,40,Cropland
50287,30,Grassland
53135,50,Built-up
59598,40,Cropland
59664,40,Cropland
61906,10,Tree cover
64436,40,Cropland
66666,40,Cropland
73467,50,Built-up
73478,50,Built-up
75477,90,Herbaceous wetland
87638,50,Built-up
10398,40,Cropland
12537,50,Built-up
17861,50,Built-up
39338,50,Built-up
39940,40,Cropland
40183,10,Tree cover
44109,50,Built-up
49447,50,Built-up
56173,10,Tree cover
58088,50,Built-up
63626,10,Tree cover
64551,30,Grassland
66677,10,Tree cover
77124,50,Built-up
83272,50,Built-up
10401,10,Tree cover
10514,50,Built-up
12569,10,Tree cover
18502,10,Tree cover
18524,10,Tree cover
18566,10,Tree cover
19601,30,Grassland
20694,10,Tree cover
30932,40,Cropland
30955,50,Built-up
39080,10,Tree cover
39578,10,Tree cover
45863,10,Tree cover
59078,10,Tree cover
11403,50,Built-up
14556,40,Cropland
14570,10,Tree cover
17056,40,Cropland
17685,50,Built-up
18639,10,Tree cover
21299,40,Cropland
22955,10,Tree cover
23209,40,Cropland
37717,30,Grassland
41617,50,Built-up
42470,50,Built-up
50477,10,Tree cover
51982,30,Grassland
57289,40,Cropland
57982,40,Cropland
60777,50,Built-up
64718,40,Cropland
73136,40,Cropland
79961,50,Built-up
11477,50,Built-up
21946,10,Tree cover
37692,50,Built-up
44011,10,Tree cover
47443,40,Cropland
53086,50,Built-up
58106,40,Cropland
58802,50,Built-up
60287,50,Built-up
62932,50,Built-up
63813,50,Built-up
64287,10,Tree cover
68029,50,Built-up
68398,50,Built-up
69169,10,Tree cover
70275,50,Built-up
70945,50,Built-up
73746,50,Built-up
78727,40,Cropland
80889,10,Tree cover
80899,10,Tree cover
80932,40,Cropland
81150,50,Built-up
81230,50,Built-up
81292,50,Built-up
12350,50,Built-up
12883,50,Built-up
19015,10,Tree cover
22088,10,Tree cover
24339,10,Tree cover
25425,50,Built-up
28073,10,Tree cover
28407,50,Built-up
28707,50,Built-up
30827,50,Built-up
31065,10,Tree cover
40221,10,Tree cover
55698,50,Built-up
14031,80,Water
18014,50,Built-up
26761,40,Cropland
42284,50,Built-up
45213,50,Built-up
45683,30,Grassland
53118,30,Grassland
55032,10,Tree cover
57014,10,Tree cover
59123,30,Grassland
64740,40,Cropland
16863,50,Built-up
18628,10,Tree cover
18912,10,Tree cover
21365,50,Built-up
21366,50,Built-up
22842,10,Tree cover
25258,10,Tree cover
27853,50,Built-up
28336,40,Cropland
41943,40,Cropland
42362,10,Tree cover
43182,40,Cropland
45162,40,Cropland
45744,10,Tree cover
53090,10,Tree cover
60813,40,Cropland
60967,10,Tree cover
66664,50,Built-up
19574,50,Built-up
21296,40,Cropland
21780,40,Cropland
22754,10,Tree cover
30588,10,Tree cover
31039,10,Tree cover
48048,10,Tree cover
53145,50,Built-up
58784,40,Cropland
62267,10,Tree cover
71828,10,Tree cover
74016,50,Built-up
76110,40,Cropland
77427,10,Tree cover
79098,10,Tree cover
21522,50,Built-up
42169,50,Built-up
47843,10,Tree cover
53919,50,Built-up
54158,50,Built-up
59702,50,Built-up
70113,10,Tree cover
74785,50,Built-up
75470,40,Cropland
75519,10,Tree cover
76011,50,Built-up
76031,10,Tree cover
76057,10,Tree cover
76104,50,Built-up
77102,50,Built-up
83253,50,Built-up
91812,50,Built-up
21772,50,Built-up
30909,30,Grassland
36356,10,Tree cover
42485,50,Built-up
42496,50,Built-up
45135,50,Built-up
45830,50,Built-up
51741,50,Built-up
53053,50,Built-up
53116,50,Built-up
55352,50,Built-up
58719,50,Built-up
59400,50,Built-up
59647,50,Built-up
60298,50,Built-up
60482,50,Built-up
60976,50,Built-up
63822,10,Tree cover
63824,50,Built-up
64663,50,Built-up
66174,50,Built-up
68741,50,Built-up
72496,50,Built-up
72500,10,Tree cover
85932,30,Grassland
26572,10,Tree cover
40302,50,Built-up
47235,50,Built-up
47495,50,Built-up
49001,50,Built-up
50254,40,Cropland
57939,50,Built-up
58101,40,Cropland
58108,10,Tree cover
58760,40,Cropland
60901,40,Cropland
60943,40,Cropland
62838,10,Tree cover
72476,60,Bare / sparse
75505,10,Tree cover
27025,10,Tree cover
28575,10,Tree cover
38598,50,Built-up
38625,10,Tree cover
38989,10,Tree cover
40329,10,Tree cover
41800,10,Tree cover
42444,10,Tree cover
43176,10,Tree cover
55527,50,Built-up
56352,40,Cropland
58725,50,Built-up
60605,10,Tree cover
60956,50,Built-up
66557,10,Tree cover
73569,40,Cropland
83744,10,Tree cover
29300,50,Built-up
37697,50,Built-up
58107,50,Built-up
60525,50,Built-up
60922,50,Built-up
60928,50,Built-up
60969,30,Grassland
60979,90,Herbaceous wetland
62571,80,Water
63634,50,Built-up
63647,40,Cropland
64326,10,Tree cover
64444,40,Cropland
64457,50,Built-up
72417,50,Built-up
29565,10,Tree cover
57484,50,Built-up
58762,10,Tree cover
60491,50,Built-up
66567,10,Tree cover
72512,10,Tree cover
72566,30,Grassland
32146,50,Built-up
35910,50,Built-up
40569,50,Built-up
55289,40,Cropland
57056,50,Built-up
57593,50,Built-up
59695,30,Grassland
64360,50,Built-up
64535,50,Built-up
73118,50,Built-up
74762,50,Built-up
75506,40,Cropland
77662,50,Built-up
83285,40,Cropland
35887,10,Tree cover
35939,50,Built-up
37956,50,Built-up
39727,50,Built-up
40106,50,Built-up
41797,50,Built-up
43916,10,Tree cover
44010,10,Tree cover
57797,50,Built-up
58801,10,Tree cover
68438,10,Tree cover
68563,50,Built-up
41430,50,Built-up
43078,10,Tree cover
43156,50,Built-up
44347,50,Built-up
50802,10,Tree cover
55227,40,Cropland
55482,50,Built-up
58036,50,Built-up
60493,10,Tree cover
61936,40,Cropland
61992,50,Built-up
63695,50,Built-up
64667,50,Built-up
66593,10,Tree cover
66616,50,Built-up
66857,40,Cropland
70604,50,Built-up
73445,50,Built-up
45816,50,Built-up
50424,50,Built-up
60228,50,Built-up
64188,10,Tree cover
64662,50,Built-up
66539,50,Built-up
74791,50,Built-up
79587,50,Built-up
85529,50,Built-up
46739,50,Built-up
49814,40,Cropland
50153,40,Cropland
50405,40,Cropland
50469,50,Built-up
50696,10,Tree cover
58779,50,Built-up
66589,10,Tree cover
66601,10,Tree cover
66635,30,Grassland
72974,10,Tree cover
73075,10,Tree cover
73287,40,Cropland
73385,40,Cropland
77678,30,Grassland
46760,40,Cropland
48243,10,Tree cover
49284,40,Cropland
49846,10,Tree cover
50190,10,Tree cover
51818,10,Tree cover
52998,10,Tree cover
53122,10,Tree cover
61981,10,Tree cover
63565,10,Tree cover
73050,50,Built-up
84945,10,Tree cover
53026,10,Tree cover
53046,50,Built-up
55168,30,Grassland
55435,50,Built-up
57934,30,Grassland
62169,40,Cropland
66538,10,Tree cover
66658,30,Grassland
468,40,Cropland
5007,80,Water
5494,80,Water
6303,10,Tree cover
6680,40,Cropland
12936,50,Built-up
1409,10,Tree cover
28518,50,Built-up
46782,60,Bare / sparse
48295,10,Tree cover
52993,30,Grassland
53040,50,Built-up
53052,30,Grassland
58251,30,Grassland
58257,50,Built-up
58261,40,Cropland
58269,30,Grassland
64286,40,Cropland
1612,30,Grassland
11865,40,Cropland
16070,90,Herbaceous wetland
17441,40,Cropland
17703,10,Tree cover
20259,80,Water
20701,40,Cropland
22804,50,Built-up
31971,50,Built-up
40096,10,Tree cover
50258,30,Grassland
56748,10,Tree cover
58848,50,Built-up
60269,30,Grassland
67943,10,Tree cover
68580,50,Built-up
71601,40,Cropland
78031,10,Tree cover
2033,10,Tree cover
3577,10,Tree cover
6724,30,Grassland
12259,10,Tree cover
12822,10,Tree cover
42106,40,Cropland
42682,10,Tree cover
42770,10,Tree cover
58267,10,Tree cover
76708,50,Built-up
2674,10,Tree cover
3715,10,Tree cover
29582,10,Tree cover
29665,30,Grassland
46616,10,Tree cover
53092,10,Tree cover
54087,10,Tree cover
66546,10,Tree cover
68602,10,Tree cover
74334,40,Cropland
75485,40,Cropland
75515,10,Tree cover
77432,50,Built-up
77511,30,Grassland
77565,40,Cropland
77633,40,Cropland
79809,10,Tree cover
80023,40,Cropland
80249,10,Tree cover
80588,10,Tree cover
3055,10,Tree cover
8167,30,Grassland
26968,10,Tree cover
27071,10,Tree cover
27076,10,Tree cover
27118,40,Cropland
41853,10,Tree cover
3419,10,Tree cover
3692,10,Tree cover
14493,10,Tree cover
30344,10,Tree cover
45143,10,Tree cover
53012,10,Tree cover
57695,40,Cropland
57751,10,Tree cover
61976,10,Tree cover
61991,10,Tree cover
62036,10,Tree cover
63474,10,Tree cover
66585,10,Tree cover
68376,40,Cropland
68406,30,Grassland
69133,10,Tree cover
72988,40,Cropland
75482,10,Tree cover
3663,10,Tree cover
5519,10,Tree cover
8355,10,Tree cover
17791,40,Cropland
18036,10,Tree cover
55089,40,Cropland
55189,30,Grassland
61973,10,Tree cover
61982,50,Built-up
6696,30,Grassland
7041,40,Cropland
7448,80,Water
7459,50,Built-up
7633,50,Built-up
8244,50,Built-up
10322,40,Cropland
11278,50,Built-up
14902,50,Built-up
31377,50,Built-up
39624,40,Cropland
41852,50,Built-up
7763,10,Tree cover
31500,10,Tree cover
31512,40,Cropland
35756,40,Cropland
40188,10,Tree cover
42252,40,Cropland
71216,10,Tree cover
72353,10,Tree cover
72953,50,Built-up
75534,30,Grassland
76992,10,Tree cover
77841,10,Tree cover
78534,50,Built-up
78557,10,Tree cover
10392,50,Built-up
31516,50,Built-up
53005,10,Tree cover
53010,30,Grassland
58717,10,Tree cover
58726,10,Tree cover
58740,10,Tree cover
58751,30,Grassland
61919,30,Grassland
61978,10,Tree cover
63349,30,Grassland
63378,10,Tree cover
63556,30,Grassland
70246,50,Built-up
74416,10,Tree cover
75497,30,Grassland
75532,10,Tree cover
77430,30,Grassland
79309,50,Built-up
79822,10,Tree cover
11118,10,Tree cover
13988,40,Cropland
17892,40,Cropland
17901,40,Cropland
18113,10,Tree cover
43967,40,Cropland
47389,10,Tree cover
50212,40,Cropland
53015,40,Cropland
58248,30,Grassland
58259,10,Tree cover
58733,10,Tree cover
66659,40,Cropland
79621,40,Cropland
16754,10,Tree cover
27080,10,Tree cover
34002,10,Tree cover
43991,40,Cropland
48786,10,Tree cover
49591,10,Tree cover
57644,10,Tree cover
58012,40,Cropland
62116,40,Cropland
62741,10,Tree cover
66561,10,Tree cover
77500,30,Grassland
30480,10,Tree cover
31455,10,Tree cover
36404,10,Tree cover
55702,10,Tree cover
58789,40,Cropland
62230,50,Built-up
63711,10,Tree cover
74231,10,Tree cover
77116,50,Built-up
77445,10,Tree cover
80995,50,Built-up
81091,10,Tree cover
83098,10,Tree cover
85531,50,Built-up
505,50,Built-up
512,50,Built-up
537,50,Built-up
587,50,Built-up
647,50,Built-up
1521,50,Built-up
4134,50,Built-up
6582,40,Cropland
6713,10,Tree cover
8003,50,Built-up
10101,50,Built-up
84360,40,Cropland
538,10,Tree cover
623,10,Tree cover
2223,10,Tree cover
2299,10,Tree cover
11952,10,Tree cover
20314,10,Tree cover
24236,10,Tree cover
36119,10,Tree cover
544,10,Tree cover
713,50,Built-up
803,50,Built-up
872,10,Tree cover
875,40,Cropland
893,10,Tree cover
907,40,Cropland
912,50,Built-up
949,30,Grassland
961,40,Cropland
997,50,Built-up
1061,10,Tree cover
1107,40,Cropland
1208,50,Built-up
4093,50,Built-up
611,40,Cropland
13237,40,Cropland
14183,40,Cropland
15565,40,Cropland
16059,10,Tree cover
19732,10,Tree cover
19901,40,Cropland
19951,50,Built-up
19971,40,Cropland
20011,40,Cropland
20140,40,Cropland
20322,40,Cropland
20638,50,Built-up
20822,50,Built-up
22017,10,Tree cover
22662,10,Tree cover
34949,40,Cropland
35008,40,Cropland
626,50,Built-up
1303,50,Built-up
1401,50,Built-up
4501,10,Tree cover
5131,50,Built-up
5215,50,Built-up
5340,10,Tree cover
6376,50,Built-up
6655,50,Built-up
11409,50,Built-up
16569,10,Tree cover
21253,50,Built-up
21917,50,Built-up
27573,50,Built-up
37802,50,Built-up
627,10,Tree cover
1204,10,Tree cover
1384,10,Tree cover
1477,10,Tree cover
1496,10,Tree cover
1498,10,Tree cover
1670,10,Tree cover
5212,10,Tree cover
6158,10,Tree cover
11489,50,Built-up
17370,10,Tree cover
20342,10,Tree cover
87664,50,Built-up
3371,10,Tree cover
5201,10,Tree cover
6374,50,Built-up
6647,50,Built-up
7160,50,Built-up
7361,10,Tree cover
7425,50,Built-up
7458,50,Built-up
8309,50,Built-up
8348,10,Tree cover
8517,50,Built-up
9233,50,Built-up
10114,50,Built-up
10333,50,Built-up
10414,50,Built-up
11512,10,Tree cover
15701,50,Built-up
3584,10,Tree cover
4438,50,Built-up
8452,50,Built-up
9184,10,Tree cover
11220,10,Tree cover
16900,50,Built-up
22681,40,Cropland
33985,10,Tree cover
34926,50,Built-up
79062,10,Tree cover
3683,10,Tree cover
5434,10,Tree cover
6111,10,Tree cover
6182,10,Tree cover
10498,40,Cropland
12427,10,Tree cover
20164,50,Built-up
21993,40,Cropland
24116,50,Built-up
24807,10,Tree cover
26502,50,Built-up
26519,10,Tree cover
26569,50,Built-up
29728,50,Built-up
34904,50,Built-up
34996,40,Cropland
36109,10,Tree cover
4025,10,Tree cover
7368,10,Tree cover
8380,50,Built-up
8922,10,Tree cover
20323,50,Built-up
26854,40,Cropland
45675,10,Tree cover
4035,10,Tree cover
4085,50,Built-up
4105,50,Built-up
4703,10,Tree cover
6127,50,Built-up
6254,50,Built-up
6353,50,Built-up
11668,50,Built-up
12441,50,Built-up
15008,10,Tree cover
15480,40,Cropland
15649,50,Built-up
21987,10,Tree cover
30062,50,Built-up
35020,50,Built-up
4038,10,Tree cover
4060,10,Tree cover
4062,10,Tree cover
4064,10,Tree cover
4069,50,Built-up
4081,10,Tree cover
4108,50,Built-up
4185,50,Built-up
4063,50,Built-up
11756,40,Cropland
11948,10,Tree cover
16907,40,Cropland
18994,50,Built-up
19940,40,Cropland
20210,10,Tree cover
20222,10,Tree cover
22686,50,Built-up
22702,50,Built-up
23789,50,Built-up
24160,10,Tree cover
26521,40,Cropland
37925,10,Tree cover
4086,50,Built-up
4088,10,Tree cover
8063,10,Tree cover
12103,10,Tree cover
13156,10,Tree cover
22679,10,Tree cover
23912,10,Tree cover
26277,10,Tree cover
4128,10,Tree cover
4570,50,Built-up
5232,40,Cropland
6161,50,Built-up
6707,50,Built-up
7391,50,Built-up
