cooperative_id,landcover_code,landcover
73223,10,Tree cover
74932,10,Tree cover
79080,10,Tree cover
80625,10,Tree cover
5012,10,Tree cover
7646,10,Tree cover
7820,10,Tree cover
7888,10,Tree cover
9247,10,Tree cover
9258,10,Tree cover
9301,30,Grassland
9425,10,Tree cover
9969,10,Tree cover
9998,10,Tree cover
10287,10,Tree cover
5499,10,Tree cover
6322,95,Mangrove
7247,10,Tree cover
8314,10,Tree cover
9261,10,Tree cover
10080,10,Tree cover
10724,10,Tree cover
11618,10,Tree cover
11903,10,Tree cover
13736,10,Tree cover
14568,10,Tree cover
14721,10,Tree cover
17140,10,Tree cover
17872,10,Tree cover
5617,10,Tree cover
6174,10,Tree cover
7364,10,Tree cover
7422,10,Tree cover
7853,10,Tree cover
9269,10,Tree cover
10342,10,Tree cover
10343,10,Tree cover
11526,10,Tree cover
12418,10,Tree cover
13997,10,Tree cover
18856,10,Tree cover
20744,10,Tree cover
7197,10,Tree cover
7279,10,Tree cover
7471,10,Tree cover
10142,50,Built-up
10162,10,Tree cover
10211,10,Tree cover
12043,50,Built-up
13148,10,Tree cover
14824,95,Mangrove
15342,10,Tree cover
15468,10,Tree cover
16368,10,Tree cover
16420,50,Built-up
16786,50,Built-up
18187,10,Tree cover
18364,10,Tree cover
18437,10,Tree cover
18643,10,Tree cover
18944,10,Tree cover
21287,10,Tree cover
21521,10,Tree cover
22092,10,Tree cover
22430,10,Tree cover
7682,10,Tree cover
8418,10,Tree cover
8460,10,Tree cover
10020,10,Tree cover
10394,10,Tree cover
10578,10,Tree cover
12000,10,Tree cover
14004,10,Tree cover
14942,95,Mangrove
14998,95,Mangrove
16372,10,Tree cover
16389,10,Tree cover
22703,10,Tree cover
25187,10,Tree cover
25344,10,Tree cover
9263,95,Mangrove
10118,95,Mangrove
10383,10,Tree cover
10407,10,Tree cover
10461,10,Tree cover
10815,30,Grassland
10942,10,Tree cover
11392,10,Tree cover
11408,10,Tree cover
11443,10,Tree cover
11749,10,Tree cover
11930,10,Tree cover
12287,10,Tree cover
14412,10,Tree cover
5339,10,Tree cover
6408,10,Tree cover
7313,10,Tree cover
7984,10,Tree cover
16061,10,Tree cover
18514,50,Built-up
21525,10,Tree cover
28157,10,Tree cover
28241,30,Grassland
6226,10,Tree cover
29436,10,Tree cover
29734,10,Tree cover
31682,10,Tree cover
56930,10,Tree cover
57042,10,Tree cover
58624,10,Tree cover
59042,10,Tree cover
6360,10,Tree cover
7214,10,Tree cover
8521,10,Tree cover
17080,10,Tree cover
17196,10,Tree cover
17379,10,Tree cover
18458,30,Grassland
23347,10,Tree cover
35582,10,Tree cover
57060,10,Tree cover
60195,10,Tree cover
6966,10,Tree cover
7037,30,Grassland
7694,10,Tree cover
12325,10,Tree cover
16110,10,Tree cover
16224,50,Built-up
18756,10,Tree cover
7001,80,Water
11955,10,Tree cover
12343,10,Tree cover
12442,10,Tree cover
18653,10,Tree cover
21810,30,Grassland
8354,10,Tree cover
12252,10,Tree cover
14019,10,Tree cover
18720,10,Tree cover
21447,10,Tree cover
27918,30,Grassland
30209,10,Tree cover
47456,10,Tree cover
57065,10,Tree cover
8702,10,Tree cover
8765,30,Grassland
13767,30,Grassland
14068,10,Tree cover
15842,10,Tree cover
23576,10,Tree cover
11823,10,Tree cover
16261,10,Tree cover
16503,10,Tree cover
16575,10,Tree cover
21278,10,Tree cover
12116,10,Tree cover
16159,10,Tree cover
18418,30,Grassland
21745,10,Tree cover
21920,10,Tree cover
79541,10,Tree cover
12459,10,Tree cover
14263,10,Tree cover
15903,10,Tree cover
18550,10,Tree cover
31849,30,Grassland
45500,10,Tree cover
45902,10,Tree cover
13480,10,Tree cover
18604,10,Tree cover
23611,10,Tree cover
27950,10,Tree cover
14045,10,Tree cover
16148,95,Mangrove
17139,95,Mangrove
17350,95,Mangrove
28206,95,Mangrove
14307,10,Tree cover
18394,50,Built-up
24673,10,Tree cover
27887,10,Tree cover
27917,50,Built-up
30509,50,Built-up
46865,10,Tree cover
48801,30,Grassland
18435,30,Grassland
23391,10,Tree cover
27974,10,Tree cover
27994,10,Tree cover
28108,30,Grassland
30571,10,Tree cover
31644,10,Tree cover
41764,10,Tree cover
41998,10,Tree cover
43649,10,Tree cover
45907,10,Tree cover
57165,10,Tree cover
21203,10,Tree cover
44572,10,Tree cover
60799,10,Tree cover
60811,80,Water
81098,60,Bare / sparse
21265,10,Tree cover
21280,10,Tree cover
24128,10,Tree cover
24710,10,Tree cover
28009,10,Tree cover
21323,10,Tree cover
24554,10,Tree cover
28174,10,Tree cover
29774,10,Tree cover
21694,10,Tree cover
21988,10,Tree cover
27980,10,Tree cover
28284,10,Tree cover
42112,10,Tree cover
71472,10,Tree cover
28032,10,Tree cover
28273,10,Tree cover
29274,10,Tree cover
30697,10,Tree cover
44351,10,Tree cover
48585,10,Tree cover
53729,10,Tree cover
58081,95,Mangrove
60808,10,Tree cover
73435,10,Tree cover
79671,10,Tree cover
28207,10,Tree cover
29305,10,Tree cover
31702,10,Tree cover
31989,10,Tree cover
48474,10,Tree cover
58969,10,Tree cover
29326,10,Tree cover
31730,10,Tree cover
41902,10,Tree cover
45696,10,Tree cover
57080,10,Tree cover
59587,10,Tree cover
31710,10,Tree cover
42087,10,Tree cover
42091,10,Tree cover
42094,10,Tree cover
7071,10,Tree cover
7811,10,Tree cover
8165,10,Tree cover
14009,10,Tree cover
21304,10,Tree cover
7362,50,Built-up
16709,50,Built-up
18546,50,Built-up
18703,50,Built-up
21343,50,Built-up
25400,50,Built-up
7709,10,Tree cover
8712,10,Tree cover
12469,50,Built-up
21697,10,Tree cover
27889,50,Built-up
11847,50,Built-up
13761,50,Built-up
13811,10,Tree cover
14405,50,Built-up
18925,10,Tree cover
12050,30,Grassland
16277,10,Tree cover
18535,10,Tree cover
22517,10,Tree cover
22600,30,Grassland
12253,50,Built-up
17151,10,Tree cover
18471,50,Built-up
19767,50,Built-up
22248,50,Built-up
22551,50,Built-up
25605,10,Tree cover
17282,50,Built-up
18401,10,Tree cover
18729,10,Tree cover
18798,50,Built-up
18807,10,Tree cover
24957,10,Tree cover
17415,10,Tree cover
18390,10,Tree cover
18415,10,Tree cover
18504,10,Tree cover
7600,10,Tree cover
35259,10,Tree cover
44866,10,Tree cover
59412,10,Tree cover
75741,10,Tree cover
80228,10,Tree cover
81104,30,Grassland
81978,10,Tree cover
82108,10,Tree cover
82251,10,Tree cover
82258,30,Grassland
82259,10,Tree cover
82532,10,Tree cover
82934,30,Grassland
83125,10,Tree cover
84084,10,Tree cover
86344,10,Tree cover
9747,10,Tree cover
13842,10,Tree cover
29935,10,Tree cover
34396,10,Tree cover
44792,30,Grassland
50448,40,Cropland
50769,10,Tree cover
57474,10,Tree cover
73661,10,Tree cover
73905,30,Grassland
76479,10,Tree cover
77979,10,Tree cover
78160,10,Tree cover
81395,10,Tree cover
84227,10,Tree cover
9936,10,Tree cover
10308,10,Tree cover
34402,10,Tree cover
50764,10,Tree cover
81418,10,Tree cover
81438,10,Tree cover
82109,60,Bare / sparse
83023,10,Tree cover
83124,10,Tree cover
84505,60,Bare / sparse
86409,60,Bare / sparse
87878,10,Tree cover
11086,10,Tree cover
11091,10,Tree cover
11111,10,Tree cover
11871,10,Tree cover
23948,10,Tree cover
29359,10,Tree cover
29707,10,Tree cover
35277,10,Tree cover
35291,10,Tree cover
35307,30,Grassland
82801,10,Tree cover
11093,10,Tree cover
11110,10,Tree cover
11640,10,Tree cover
30218,10,Tree cover
41427,10,Tree cover
44390,10,Tree cover
50164,95,Mangrove
50737,10,Tree cover
53731,30,Grassland
59413,10,Tree cover
67049,10,Tree cover
70284,30,Grassland
74643,95,Mangrove
77879,95,Mangrove
82343,10,Tree cover
11094,10,Tree cover
11867,10,Tree cover
34413,10,Tree cover
48765,50,Built-up
49004,50,Built-up
50404,10,Tree cover
55415,10,Tree cover
79576,95,Mangrove
82260,10,Tree cover
85251,30,Grassland
85463,10,Tree cover
85787,10,Tree cover
16948,10,Tree cover
31535,10,Tree cover
34406,10,Tree cover
34410,10,Tree cover
45867,10,Tree cover
79564,10,Tree cover
82989,10,Tree cover
83105,10,Tree cover
20484,10,Tree cover
26760,10,Tree cover
34407,10,Tree cover
34417,10,Tree cover
36221,95,Mangrove
44457,10,Tree cover
61450,10,Tree cover
74108,50,Built-up
81944,30,Grassland
21566,10,Tree cover
21569,50,Built-up
26765,10,Tree cover
30298,10,Tree cover
35820,10,Tree cover
36201,10,Tree cover
36202,10,Tree cover
36204,10,Tree cover
44484,10,Tree cover
44561,10,Tree cover
48417,10,Tree cover
50142,10,Tree cover
58278,30,Grassland
63980,10,Tree cover
66167,10,Tree cover
67057,10,Tree cover
73828,10,Tree cover
75739,10,Tree cover
78486,10,Tree cover
21575,10,Tree cover
27607,50,Built-up
30363,10,Tree cover
66076,10,Tree cover
66093,10,Tree cover
73469,10,Tree cover
73795,10,Tree cover
73950,10,Tree cover
74351,10,Tree cover
74356,10,Tree cover
79382,10,Tree cover
82829,10,Tree cover
86657,10,Tree cover
86923,10,Tree cover
23888,10,Tree cover
24086,10,Tree cover
29286,10,Tree cover
29294,10,Tree cover
29548,10,Tree cover
30056,10,Tree cover
31656,30,Grassland
40666,10,Tree cover
60133,10,Tree cover
64074,10,Tree cover
69785,10,Tree cover
77948,10,Tree cover
78324,10,Tree cover
82838,60,Bare / sparse
82904,10,Tree cover
82939,10,Tree cover
86645,10,Tree cover
44756,10,Tree cover
44856,10,Tree cover
44958,10,Tree cover
59411,95,Mangrove
59433,10,Tree cover
75714,10,Tree cover
53745,10,Tree cover
64165,30,Grassland
66142,10,Tree cover
68900,10,Tree cover
78188,30,Grassland
78894,10,Tree cover
83950,10,Tree cover
84042,10,Tree cover
84075,10,Tree cover
84139,30,Grassland
85191,10,Tree cover
85470,10,Tree cover
85867,10,Tree cover
86649,10,Tree cover
86844,10,Tree cover
7760,10,Tree cover
8417,10,Tree cover
8718,10,Tree cover
9136,50,Built-up
11472,10,Tree cover
25310,10,Tree cover
30661,10,Tree cover
30786,10,Tree cover
49391,10,Tree cover
73672,10,Tree cover
7768,50,Built-up
7781,10,Tree cover
7818,30,Grassland
8564,30,Grassland
8794,40,Cropland
22384,50,Built-up
79667,10,Tree cover
7778,10,Tree cover
7789,10,Tree cover
7799,10,Tree cover
7807,80,Water
7837,30,Grassland
7886,10,Tree cover
9038,10,Tree cover
18308,10,Tree cover
22351,10,Tree cover
73419,10,Tree cover
7785,50,Built-up
7797,40,Cropland
7810,40,Cropland
7821,30,Grassland
7824,40,Cropland
8371,10,Tree cover
11480,50,Built-up
13095,40,Cropland
22082,10,Tree cover
22274,30,Grassland
22359,10,Tree cover
24479,10,Tree cover
25494,10,Tree cover
81085,10,Tree cover
8463,10,Tree cover
15481,40,Cropland
18596,10,Tree cover
22512,10,Tree cover
22735,10,Tree cover
23501,10,Tree cover
23541,10,Tree cover
24397,40,Cropland
24565,10,Tree cover
24665,30,Grassland
9199,10,Tree cover
9300,10,Tree cover
9784,30,Grassland
11384,10,Tree cover
21791,50,Built-up
21804,10,Tree cover
22090,40,Cropland
22328,30,Grassland
22339,10,Tree cover
24533,10,Tree cover
24542,10,Tree cover
11412,80,Water
11442,30,Grassland
11486,10,Tree cover
11502,50,Built-up
13860,10,Tree cover
18476,40,Cropland
18489,10,Tree cover
21826,40,Cropland
21894,10,Tree cover
22107,40,Cropland
22116,50,Built-up
22249,40,Cropland
22364,10,Tree cover
22897,30,Grassland
23484,10,Tree cover
25004,40,Cropland
25134,10,Tree cover
25144,10,Tree cover
80553,40,Cropland
15073,10,Tree cover
18255,10,Tree cover
18260,10,Tree cover
18299,30,Grassland
21990,10,Tree cover
22152,10,Tree cover
22307,30,Grassland
22343,10,Tree cover
22374,10,Tree cover
22399,10,Tree cover
22635,10,Tree cover
22978,40,Cropland
24629,10,Tree cover
30683,30,Grassland
15202,10,Tree cover
18295,10,Tree cover
21777,10,Tree cover
22031,30,Grassland
22748,10,Tree cover
24649,10,Tree cover
69321,10,Tree cover
18256,60,Bare / sparse
21807,50,Built-up
22042,30,Grassland
22051,10,Tree cover
22684,30,Grassland
23750,10,Tree cover
24519,50,Built-up
24551,50,Built-up
24592,90,Herbaceous wetland
24700,10,Tree cover
25129,10,Tree cover
25421,10,Tree cover
18268,10,Tree cover
21757,10,Tree cover
24585,50,Built-up
24671,50,Built-up
24765,30,Grassland
25193,50,Built-up
75709,50,Built-up
18304,10,Tree cover
21709,10,Tree cover
21943,60,Bare / sparse
22012,40,Cropland
22415,10,Tree cover
22718,10,Tree cover
22726,30,Grassland
22894,10,Tree cover
22948,30,Grassland
23403,10,Tree cover
24522,10,Tree cover
25160,10,Tree cover
81798,10,Tree cover
91923,10,Tree cover
8827,95,Mangrove
23873,10,Tree cover
27655,10,Tree cover
48451,10,Tree cover
55507,10,Tree cover
59426,10,Tree cover
71635,10,Tree cover
72450,10,Tree cover
9755,10,Tree cover
9769,10,Tree cover
10887,10,Tree cover
13841,10,Tree cover
16998,10,Tree cover
20419,10,Tree cover
24867,10,Tree cover
30038,10,Tree cover
47064,50,Built-up
53828,10,Tree cover
56927,10,Tree cover
61515,10,Tree cover
70576,10,Tree cover
71333,10,Tree cover
72317,10,Tree cover
77747,50,Built-up
9773,10,Tree cover
13843,10,Tree cover
20649,10,Tree cover
21529,10,Tree cover
27660,10,Tree cover
29677,10,Tree cover
29848,10,Tree cover
40144,10,Tree cover
55108,10,Tree cover
55526,10,Tree cover
66168,10,Tree cover
69677,10,Tree cover
70672,10,Tree cover
71322,10,Tree cover
71563,10,Tree cover
71631,10,Tree cover
71645,10,Tree cover
82833,10,Tree cover
11870,10,Tree cover
13840,10,Tree cover
40157,10,Tree cover
55488,10,Tree cover
55520,10,Tree cover
55795,10,Tree cover
66159,10,Tree cover
72286,95,Mangrove
77668,10,Tree cover
84606,10,Tree cover
84766,10,Tree cover
13617,10,Tree cover
15421,50,Built-up
21568,50,Built-up
22982,10,Tree cover
23151,10,Tree cover
23286,50,Built-up
27310,50,Built-up
27373,10,Tree cover
51482,10,Tree cover
55192,10,Tree cover
55490,10,Tree cover
70644,50,Built-up
73649,10,Tree cover
84108,50,Built-up
23875,10,Tree cover
27675,10,Tree cover
29307,30,Grassland
40148,10,Tree cover
42056,10,Tree cover
56614,10,Tree cover
56931,10,Tree cover
68209,10,Tree cover
71389,10,Tree cover
71474,30,Grassland
72300,10,Tree cover
72324,50,Built-up
25862,10,Tree cover
25889,10,Tree cover
25928,10,Tree cover
27362,10,Tree cover
27369,10,Tree cover
29229,10,Tree cover
42752,10,Tree cover
55265,10,Tree cover
71643,10,Tree cover
72310,10,Tree cover
9001,10,Tree cover
46415,10,Tree cover
53724,50,Built-up
53733,50,Built-up
63885,50,Built-up
11692,10,Tree cover
42711,50,Built-up
42726,10,Tree cover
46450,10,Tree cover
55798,50,Built-up
61428,50,Built-up
11705,50,Built-up
25941,10,Tree cover
45384,50,Built-up
46230,10,Tree cover
49390,10,Tree cover
59427,50,Built-up
67011,10,Tree cover
67724,10,Tree cover
71625,50,Built-up
23457,10,Tree cover
59419,10,Tree cover
64309,10,Tree cover
68215,10,Tree cover
71624,10,Tree cover
72308,10,Tree cover
74243,10,Tree cover
24443,10,Tree cover
28100,30,Grassland
51139,10,Tree cover
67552,50,Built-up
71791,10,Tree cover
76304,50,Built-up
25291,60,Bare / sparse
26949,10,Tree cover
53735,10,Tree cover
66137,50,Built-up
71805,30,Grassland
27124,10,Tree cover
27193,10,Tree cover
42718,50,Built-up
45323,50,Built-up
46389,50,Built-up
64069,50,Built-up
66000,10,Tree cover
66119,10,Tree cover
66124,10,Tree cover
46254,10,Tree cover
53743,50,Built-up
62311,50,Built-up
69226,30,Grassland
46445,50,Built-up
59407,50,Built-up
73038,10,Tree cover
77175,10,Tree cover
62249,10,Tree cover
64072,10,Tree cover
66098,10,Tree cover
66108,10,Tree cover
66113,10,Tree cover
68886,95,Mangrove
66088,10,Tree cover
71470,10,Tree cover
73688,30,Grassland
78443,30,Grassland
9101,60,Bare / sparse
13476,10,Tree cover
23177,10,Tree cover
23297,10,Tree cover
24865,30,Grassland
25986,10,Tree cover
26745,50,Built-up
39845,10,Tree cover
39851,30,Grassland
39875,10,Tree cover
58109,10,Tree cover
60124,10,Tree cover
62616,10,Tree cover
63996,10,Tree cover
64117,10,Tree cover
66133,30,Grassland
71332,10,Tree cover
91771,10,Tree cover
91773,10,Tree cover
10964,10,Tree cover
11644,10,Tree cover
11868,10,Tree cover
11872,10,Tree cover
16649,10,Tree cover
25847,10,Tree cover
27638,10,Tree cover
36797,10,Tree cover
59808,10,Tree cover
63125,10,Tree cover
15357,10,Tree cover
21060,10,Tree cover
23134,10,Tree cover
25721,10,Tree cover
25814,10,Tree cover
26730,10,Tree cover
27286,10,Tree cover
27297,10,Tree cover
27356,10,Tree cover
45341,10,Tree cover
46483,10,Tree cover
52044,10,Tree cover
63166,10,Tree cover
66141,10,Tree cover
67034,10,Tree cover
20877,10,Tree cover
27288,50,Built-up
27355,50,Built-up
37208,30,Grassland
39455,10,Tree cover
63884,30,Grassland
66055,50,Built-up
73049,30,Grassland
27617,10,Tree cover
44400,10,Tree cover
47225,10,Tree cover
54301,10,Tree cover
55549,10,Tree cover
64070,30,Grassland
32236,30,Grassland
33461,10,Tree cover
36215,10,Tree cover
36512,50,Built-up
45227,10,Tree cover
52031,10,Tree cover
53739,10,Tree cover
55796,10,Tree cover
59568,10,Tree cover
61455,10,Tree cover
63924,10,Tree cover
64253,10,Tree cover
62462,10,Tree cover
62780,30,Grassland
63876,10,Tree cover
64005,10,Tree cover
64093,10,Tree cover
64149,10,Tree cover
67928,10,Tree cover
1513,50,Built-up
12028,10,Tree cover
16217,10,Tree cover
28002,10,Tree cover
45430,10,Tree cover
45615,10,Tree cover
46620,30,Grassland
48871,30,Grassland
53923,10,Tree cover
11142,10,Tree cover
13265,10,Tree cover
14699,40,Cropland
24161,10,Tree cover
34294,10,Tree cover
35301,10,Tree cover
36203,50,Built-up
36206,40,Cropland
36207,10,Tree cover
36214,30,Grassland
36226,10,Tree cover
44455,30,Grassland
45532,10,Tree cover
64443,10,Tree cover
70586,10,Tree cover
81209,10,Tree cover
81943,10,Tree cover
12034,10,Tree cover
27528,10,Tree cover
30300,40,Cropland
35248,30,Grassland
35257,10,Tree cover
48184,10,Tree cover
53575,10,Tree cover
53849,10,Tree cover
55054,10,Tree cover
61359,10,Tree cover
12408,10,Tree cover
47738,30,Grassland
48437,10,Tree cover
48634,10,Tree cover
49143,10,Tree cover
68661,10,Tree cover
69498,10,Tree cover
78288,10,Tree cover
82938,10,Tree cover
13092,10,Tree cover
13137,10,Tree cover
13965,30,Grassland
14126,10,Tree cover
15013,50,Built-up
15062,10,Tree cover
15093,10,Tree cover
15094,10,Tree cover
15114,80,Water
15130,10,Tree cover
15145,10,Tree cover
15219,10,Tree cover
15240,10,Tree cover
15246,10,Tree cover
17775,10,Tree cover
18423,10,Tree cover
18448,10,Tree cover
18470,10,Tree cover
18558,10,Tree cover
19667,10,Tree cover
15705,10,Tree cover
16095,40,Cropland
19096,40,Cropland
22542,50,Built-up
27110,10,Tree cover
42530,40,Cropland
42602,10,Tree cover
49726,10,Tree cover
50767,10,Tree cover
18404,10,Tree cover
59251,10,Tree cover
59270,40,Cropland
61431,30,Grassland
70631,10,Tree cover
70704,10,Tree cover
77932,10,Tree cover
78312,10,Tree cover
82854,10,Tree cover
83827,10,Tree cover
20246,40,Cropland
27735,40,Cropland
27745,10,Tree cover
27753,80,Water
27770,50,Built-up
27784,30,Grassland
27801,10,Tree cover
27811,50,Built-up
27826,10,Tree cover
27835,10,Tree cover
27871,10,Tree cover
28571,95,Mangrove
66715,10,Tree cover
20624,10,Tree cover
25821,10,Tree cover
26605,50,Built-up
40922,40,Cropland
41381,10,Tree cover
41383,10,Tree cover
41385,10,Tree cover
41386,10,Tree cover
41387,10,Tree cover
41389,10,Tree cover
41397,10,Tree cover
41398,10,Tree cover
41400,30,Grassland
41401,10,Tree cover
41955,10,Tree cover
45257,10,Tree cover
47254,10,Tree cover
47257,10,Tree cover
47277,10,Tree cover
21349,10,Tree cover
21370,10,Tree cover
21497,10,Tree cover
21667,50,Built-up
21794,30,Grassland
22037,40,Cropland
22259,10,Tree cover
22638,10,Tree cover
22644,10,Tree cover
22890,50,Built-up
23064,30,Grassland
23241,10,Tree cover
23421,50,Built-up
24472,10,Tree cover
24496,40,Cropland
25184,10,Tree cover
31454,10,Tree cover
40199,40,Cropland
22301,10,Tree cover
81164,10,Tree cover
81919,10,Tree cover
81955,10,Tree cover
83972,10,Tree cover
84031,10,Tree cover
25281,10,Tree cover
29618,10,Tree cover
31231,10,Tree cover
31458,40,Cropland
44490,40,Cropland
44763,40,Cropland
50410,10,Tree cover
26936,10,Tree cover
27016,10,Tree cover
27055,10,Tree cover
27128,10,Tree cover
28160,30,Grassland
42375,50,Built-up
64725,10,Tree cover
69058,50,Built-up
72736,10,Tree cover
78959,10,Tree cover
81957,10,Tree cover
82114,30,Grassland
82414,10,Tree cover
83049,10,Tree cover
84121,10,Tree cover
27836,40,Cropland
32118,40,Cropland
44293,40,Cropland
57013,50,Built-up
77842,50,Built-up
77933,10,Tree cover
78582,10,Tree cover
78606,10,Tree cover
82850,10,Tree cover
83058,50,Built-up
84169,30,Grassland
29892,50,Built-up
30435,10,Tree cover
45208,10,Tree cover
54182,10,Tree cover
57102,50,Built-up
59415,10,Tree cover
64625,50,Built-up
64661,10,Tree cover
64664,30,Grassland
67504,10,Tree cover
74786,10,Tree cover
75901,10,Tree cover
77166,30,Grassland
77875,10,Tree cover
30453,10,Tree cover
30474,10,Tree cover
45185,10,Tree cover
45192,10,Tree cover
45196,10,Tree cover
45199,80,Water
45201,10,Tree cover
45226,95,Mangrove
45484,10,Tree cover
48675,10,Tree cover
58879,10,Tree cover
31633,10,Tree cover
31697,10,Tree cover
31791,10,Tree cover
31803,10,Tree cover
31825,10,Tree cover
31856,30,Grassland
31878,10,Tree cover
31896,10,Tree cover
31928,10,Tree cover
31934,10,Tree cover
31944,10,Tree cover
32049,10,Tree cover
32070,10,Tree cover
32084,10,Tree cover
33767,50,Built-up
79624,10,Tree cover
81130,50,Built-up
81269,30,Grassland
82112,10,Tree cover
82220,10,Tree cover
82867,10,Tree cover
84071,10,Tree cover
84097,10,Tree cover
84116,30,Grassland
84653,10,Tree cover
35293,50,Built-up
38048,50,Built-up
38761,10,Tree cover
50602,40,Cropland
59261,10,Tree cover
59269,60,Bare / sparse
62037,10,Tree cover
73289,30,Grassland
73778,50,Built-up
75690,40,Cropland
76303,30,Grassland
77647,10,Tree cover
80971,10,Tree cover
81014,30,Grassland
81084,10,Tree cover
82197,10,Tree cover
83869,10,Tree cover
84027,50,Built-up
45039,10,Tree cover
45074,10,Tree cover
45159,10,Tree cover
45163,10,Tree cover
45168,10,Tree cover
45170,40,Cropland
45173,10,Tree cover
45177,10,Tree cover
45670,40,Cropland
45920,10,Tree cover
45949,10,Tree cover
46761,10,Tree cover
47315,10,Tree cover
49150,40,Cropland
49288,50,Built-up
49480,10,Tree cover
49993,50,Built-up
50351,30,Grassland
50562,30,Grassland
54217,40,Cropland
90913,10,Tree cover
57041,10,Tree cover
57054,10,Tree cover
57059,10,Tree cover
57062,10,Tree cover
57068,30,Grassland
57070,10,Tree cover
57099,30,Grassland
57109,10,Tree cover
57116,10,Tree cover
57179,10,Tree cover
59429,30,Grassland
70675,10,Tree cover
72365,10,Tree cover
72984,10,Tree cover
80213,10,Tree cover
81054,10,Tree cover
91911,10,Tree cover
77046,10,Tree cover
78010,10,Tree cover
81347,10,Tree cover
82190,10,Tree cover
84737,10,Tree cover
2681,40,Cropland
6783,10,Tree cover
10082,10,Tree cover
12180,10,Tree cover
13171,30,Grassland
14614,10,Tree cover
14880,30,Grassland
28425,10,Tree cover
30103,30,Grassland
42790,10,Tree cover
3693,10,Tree cover
5425,30,Grassland
5448,10,Tree cover
21292,50,Built-up
23462,10,Tree cover
25020,10,Tree cover
25199,10,Tree cover
25272,40,Cropland
25436,10,Tree cover
25507,10,Tree cover
25553,10,Tree cover
25581,10,Tree cover
27278,10,Tree cover
28362,10,Tree cover
30893,10,Tree cover
40771,10,Tree cover
42403,30,Grassland
48187,40,Cropland
78580,30,Grassland
79628,10,Tree cover
3909,10,Tree cover
4772,10,Tree cover
4940,50,Built-up
5652,10,Tree cover
7266,10,Tree cover
26939,10,Tree cover
40303,10,Tree cover
46003,10,Tree cover
51431,10,Tree cover
75684,10,Tree cover
75687,10,Tree cover
75698,10,Tree cover
75705,10,Tree cover
4026,30,Grassland
16471,40,Cropland
18374,95,Mangrove
18419,40,Cropland
23660,40,Cropland
28061,30,Grassland
28558,10,Tree cover
42158,10,Tree cover
44795,50,Built-up
48369,10,Tree cover
55495,40,Cropland
55505,40,Cropland
64306,10,Tree cover
74637,10,Tree cover
75670,10,Tree cover
75671,10,Tree cover
4079,50,Built-up
4440,30,Grassland
4550,10,Tree cover
7693,10,Tree cover
20882,60,Bare / sparse
31683,10,Tree cover
50675,10,Tree cover
62101,10,Tree cover
62223,10,Tree cover
63953,10,Tree cover
75685,10,Tree cover
76195,10,Tree cover
78409,10,Tree cover
4482,50,Built-up
8058,40,Cropland
16011,40,Cropland
30432,40,Cropland
30715,10,Tree cover
48622,10,Tree cover
48663,40,Cropland
55047,10,Tree cover
59230,10,Tree cover
67073,10,Tree cover
67897,10,Tree cover
70547,10,Tree cover
72159,40,Cropland
73679,10,Tree cover
4629,40,Cropland
4735,10,Tree cover
5168,30,Grassland
6583,40,Cropland
12078,10,Tree cover
16848,10,Tree cover
17079,10,Tree cover
17728,10,Tree cover
20741,10,Tree cover
23095,40,Cropland
31224,30,Grassland
32164,50,Built-up
32834,10,Tree cover
71775,10,Tree cover
72370,10,Tree cover
72443,10,Tree cover
78516,40,Cropland
4657,10,Tree cover
4812,50,Built-up
6265,40,Cropland
19986,50,Built-up
22730,10,Tree cover
30678,10,Tree cover
45571,10,Tree cover
55044,10,Tree cover
59227,50,Built-up
60138,80,Water
60560,10,Tree cover
64639,10,Tree cover
69712,10,Tree cover
5595,10,Tree cover
13066,10,Tree cover
18484,10,Tree cover
30987,10,Tree cover
36219,10,Tree cover
42036,30,Grassland
44568,10,Tree cover
51327,10,Tree cover
71359,10,Tree cover
75702,30,Grassland
6216,40,Cropland
14345,30,Grassland
35611,10,Tree cover
47927,10,Tree cover
53570,10,Tree cover
53582,40,Cropland
53932,10,Tree cover
55418,30,Grassland
55523,40,Cropland
66739,40,Cropland
68756,10,Tree cover
70772,10,Tree cover
75668,10,Tree cover
80049,30,Grassland
84168,10,Tree cover
6577,50,Built-up
17745,10,Tree cover
21457,50,Built-up
27893,10,Tree cover
29167,10,Tree cover
50686,10,Tree cover
53586,10,Tree cover
55371,10,Tree cover
64380,10,Tree cover
71294,50,Built-up
76306,10,Tree cover
78442,10,Tree cover
79783,10,Tree cover
81365,10,Tree cover
7350,10,Tree cover
7675,10,Tree cover
17548,10,Tree cover
27844,10,Tree cover
31817,10,Tree cover
36612,10,Tree cover
39925,10,Tree cover
56876,10,Tree cover
57244,10,Tree cover
73300,10,Tree cover
77576,10,Tree cover
77648,95,Mangrove
7564,10,Tree cover
8687,10,Tree cover
13465,10,Tree cover
22898,10,Tree cover
25614,10,Tree cover
25619,10,Tree cover
28700,10,Tree cover
28703,10,Tree cover
38041,10,Tree cover
38051,10,Tree cover
7989,50,Built-up
22515,10,Tree cover
22519,50,Built-up
22733,10,Tree cover
49177,10,Tree cover
50631,10,Tree cover
53568,50,Built-up
59231,10,Tree cover
59275,30,Grassland
73274,10,Tree cover
78252,10,Tree cover
7995,50,Built-up
18675,10,Tree cover
19045,50,Built-up
