cooperative_id,name,province,district,subdistrict,latitude,longitude,building_band
4748,KOPERASI DESA MERAH PUTIH KAMPUNG NEKI KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.8260461,104.4969831,> ~5 km / none found
4770,KOPERASI DESA MERAH PUTIH RANTAU TEMIANG KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.82882732,104.4791549,> ~5 km / none found
4986,KOPERASI DESA MERAH PUTIH MENANGA SIAMANG,LAMPUNG,KAB. WAY KANAN,Banjit,-4.81297249,104.4238981,> ~5 km / none found
4993,KOPERASI DESA MERAH PUTIH ARGOMULYO,LAMPUNG,KAB. WAY KANAN,Banjit,-4.800332,104.4838847,> ~5 km / none found
5034,KOPERASI DESA MERAH PUTIH CAMPANG LAPAN,LAMPUNG,KAB. WAY KANAN,Banjit,-4.8482911,104.5231575,> ~5 km / none found
5150,KOPERASI DESA MERAH PUTIH DONOMULYO KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.70980029,104.493925,> ~5 km / none found
5366,KOPERASI DESA MERAH PUTIH KEMU KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.84070453,104.5161083,> ~5 km / none found
7305,KOPERASI DESA MERAH PUTIH SUMBER BARU KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.83039994,104.5073995,> ~5 km / none found
9967,KOPERASI DESA MERAH PUTIH KAMPUNG BONGLAI MAJU,LAMPUNG,KAB. WAY KANAN,Banjit,-4.8791563,104.48464,> ~5 km / none found
16506,KOPERASI DESA MERAH PUTIH KAMPUNG BANDAR AGUNG,LAMPUNG,KAB. WAY KANAN,Banjit,-4.88151045,104.462174,> ~5 km / none found
31788,KOPERASI DESA MERAH PUTIH BALI SADHAR TENGAH KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.75360416,104.4974064,> ~5 km / none found
45562,KOPERASI DESA MERAH PUTIH BALI SADHAR SELATAN KECAMATAN BANJIT,LAMPUNG,KAB. WAY KANAN,Banjit,-4.77820764,104.4941699,> ~5 km / none found
47250,KOPERASI KELURAHAN MERAH PUTIH PASAR BANJIT JAYA,LAMPUNG,KAB. WAY KANAN,Banjit,-4.79065062,104.4990294,> ~5 km / none found
2437,KOPERASI DESA MERAH PUTIH BERINGIN JAYA REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.68198609,104.3832279,> ~5 km / none found
2624,KOPERASI DESA MERAH PUTIH LEBAK PENIANGAN,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.75388438,104.3205478,> ~5 km / none found
2962,KOPERASI DESA MERAH PUTIH AIR RINGKIH,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.64341092,104.32408511,> ~5 km / none found
5230,KOPERASI DESA MERAH PUTIH MULYA JAYA REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.68524412,104.3040863,> ~5 km / none found
6400,KOPERASI DESA MERAH PUTIH TANJUNG RAYA REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.64464403,104.4195768,> ~5 km / none found
11832,KOPERASI DESA MERAH PUTIH GUNUNG SARI REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.65817879,104.3679505,> ~5 km / none found
12474,KOPERASI DESA MERAH PUTIH TANJUNG TIGA,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.67799254,104.3342834,> ~5 km / none found
12586,KOPERASI DESA MERAH PUTIH MADANG JAYA REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.64391836,104.3848697,> ~5 km / none found
12625,KOPERASI DESA MERAH PUTIH KARYA MAJU REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.62180953,104.3500717,> ~5 km / none found
16447,KOPERASI DESA MERAH PUTIH SIMPANG TIGA REBANG TANGKAS,LAMPUNG,KAB. WAY KANAN,Rebang Tangkas,-4.59566249,104.3776792,> ~5 km / none found
2734,KOPERASI DESA MERAH PUTIH JAYA TINGGI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.70343455,104.4472407,> ~5 km / none found
2814,KOPERASI DESA MERAH PUTIH KOTAWAY,LAMPUNG,KAB. WAY KANAN,Kasui,-4.66424431,104.413769,> ~5 km / none found
2843,KOPERASI DESA MERAH PUTIH TANJUNG KURUNG KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.73679977,104.3562246,> ~5 km / none found
2993,KOPERASI DESA MERAH PUTIH KAMPUNG TANJUNG HARAPAN,LAMPUNG,KAB. WAY KANAN,Kasui,-4.74597532,104.3908505,> ~5 km / none found
3027,KOPERASI DESA MERAH PUTIH DATAR BANCONG,LAMPUNG,KAB. WAY KANAN,Kasui,-4.75773558,104.4127562,> ~5 km / none found
3095,KOPERASI DESA MERAH PUTIH TANJUNG KURUNG LAMA,LAMPUNG,KAB. WAY KANAN,Kasui,-4.7344992,104.3800201,> ~5 km / none found
3124,KOPERASI DESA MERAH PUTIH TALANG MANGGA,LAMPUNG,KAB. WAY KANAN,Kasui,-4.73498194,104.4113023,> ~5 km / none found
3243,KOPERASI DESA MERAH PUTIH KASUI LAMA,LAMPUNG,KAB. WAY KANAN,Kasui,-4.7175908,104.4473754,> ~5 km / none found
3415,KOPERASI DESA MERAH PUTIH GELOMBANG PANJANG,LAMPUNG,KAB. WAY KANAN,Kasui,-4.69207655,104.4361637,> ~5 km / none found
3704,KOPERASI DESA MERAH PUTIH KARANG LANTANG,LAMPUNG,KAB. WAY KANAN,Kasui,-4.74362366,104.4796032,> ~5 km / none found
3968,KOPERASI DESA MERAH PUTIH SUKAJADI KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.76741633,104.4430026,> ~5 km / none found
4020,KOPERASI DESA MERAH PUTIH KEDATON KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.748527,104.45596643,> ~5 km / none found
4151,KOPERASI DESA MERAH PUTIH JUKUH KEMUNING,LAMPUNG,KAB. WAY KANAN,Kasui,-4.66035397,104.4369684,> ~5 km / none found
4745,KOPERASI DESA MERAH PUTIH TANGKAS KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.65394663,104.4525461,> ~5 km / none found
14660,KOPERASI DESA MERAH PUTIH SINAR GADING,LAMPUNG,KAB. WAY KANAN,Kasui,-4.7658071,104.4129822,> ~5 km / none found
16158,KOPERASI KELURAHAN MERAH PUTIH KASUI PASAR,LAMPUNG,KAB. WAY KANAN,Kasui,-4.70615299,104.4682157,> ~5 km / none found
16481,KOPERASI DESA MERAH PUTIH TANJUNG BULAN KECAMATAN KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.6897292,104.4114631,> ~5 km / none found
21787,KOPERASI DESA MERAH PUTIH BUKIT BATU KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.70880878,104.4225148,> ~5 km / none found
45540,KOPERASI DESA MERAH PUTIH KAMPUNG BARU KECAMATAN KASUI,LAMPUNG,KAB. WAY KANAN,Kasui,-4.67689338,104.4497864,> ~5 km / none found
925,KOPERASI DESA MERAH PUTIH MARGA JAYA KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.96482637,104.4034792,> ~5 km / none found
927,KOPERASI DESA MERAH PUTIH BASUNGAN,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.9495382,104.3947115,> ~5 km / none found
931,KOPERASI DESA MERAH PUTIH PAHAYU JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.95620137,104.3286039,< ~260 m
936,KOPERASI DESA MERAH PUTIH PAGAR DEWA KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.97931409,104.3737807,> ~5 km / none found
939,KOPERASI DESA MERAH PUTIH BATU API KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.89285125,104.3736435,> ~5 km / none found
940,KOPERASI DESA MERAH PUTIH SIDODADI KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.92172725,104.3461615,> ~5 km / none found
941,KOPERASI DESA MERAH PUTIH MEKAR SARI KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.95867258,104.2972688,> ~5 km / none found
944,KOPERASI DESA MERAH PUTIH SIDOMULYO KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.88994594,104.3120056,> ~5 km / none found
953,KOPERASI DESA MERAH PUTIH SUKA MULYA KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.93821508,104.2988199,< ~260 m
954,KOPERASI DESA MERAH PUTIH SUKA JAYA KECAMATAN PAGAR DEWA,LAMPUNG,KAB. LAMPUNG BARAT,Pagar Dewa,-4.99175726,104.342665,> ~5 km / none found
1114,KOPERASI DESA MERAH PUTIH PURAMEKAR,LAMPUNG,KAB. LAMPUNG BARAT,Gedung Surian,-5.08522502,104.4935078,> ~5 km / none found
1117,KOPERASI DESA MERAH PUTIH CIPTAWARAS,LAMPUNG,KAB. LAMPUNG BARAT,Gedung Surian,-5.12607309,104.4764008,on a building cell (<70 m)
1126,KOPERASI DESA MERAH PUTIH TRIMULYO KECAMATAN GEDUNG SURIAN,LAMPUNG,KAB. LAMPUNG BARAT,Gedung Surian,-5.13017883,104.4525166,on a building cell (<70 m)
1128,KOPERASI DESA MERAH PUTIH GEDUNG SURIAN,LAMPUNG,KAB. LAMPUNG BARAT,Gedung Surian,-5.09822645,104.46692345,on a building cell (<70 m)
4880,KOPERASI DESA MERAH PUTIH MEKARJAYA KECAMATAN GEDUNG SURIAN,LAMPUNG,KAB. LAMPUNG BARAT,Gedung Surian,-5.11269667,104.5091048,> ~5 km / none found
1297,KOPERASI DESA MERAH PUTIH PAMPANGAN KECAMATAN SEKINCAU,LAMPUNG,KAB. LAMPUNG BARAT,Sekincau,-4.99508167,104.3047681,> ~5 km / none found
1302,KOPERASI DESA MERAH PUTIH WASPADA KECAMATAN SEKINCAU,LAMPUNG,KAB. LAMPUNG BARAT,Sekincau,-5.04672219,104.2687196,> ~5 km / none found
1308,KOPERASI DESA MERAH PUTIH TIGAJAYA,LAMPUNG,KAB. LAMPUNG BARAT,Sekincau,-5.09573605,104.315121,> ~5 km / none found
1312,KOPERASI DESA MERAH PUTIH GIHAM SUKAMAJU,LAMPUNG,KAB. LAMPUNG BARAT,Sekincau,-5.0312626,104.2922927,on a building cell (<70 m)
1325,KOPERASI KELURAHAN MERAH PUTIH SEKINCAU KECAMATAN SEKINCAU,LAMPUNG,KAB. LAMPUNG BARAT,Sekincau,-5.05055829,104.3069607,on a building cell (<70 m)
1586,KOPERASI DESA MERAH PUTIH SINAR LUAS KECAMATAN KEBUN TEBU,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.06232472,104.567013,> ~5 km / none found
1591,KOPERASI DESA MERAH PUTIH PURA WIWITAN,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.05656183,104.5261016,> ~5 km / none found
1592,KOPERASI DESA MERAH PUTIH CIPTA MULYA KECAMATAN KEBUN TEBU,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.04322001,104.5548311,> ~5 km / none found
1601,KOPERASI DESA MERAH PUTIH MUARA JAYA II,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.07558765,104.5241134,> ~5 km / none found
1605,KOPERASI DESA MERAH PUTIH MUARA BARU KECAMATAN KEBUN TEBU,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.09101037,104.5291367,> ~5 km / none found
1616,KOPERASI DESA MERAH PUTIH TUGU MULYA KECAMATAN KEBUN TEBU,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.06138933,104.5360619,on a building cell (<70 m)
1619,KOPERASI DESA MERAH PUTIH PURA JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.03243401,104.5423659,> ~5 km / none found
1626,KOPERASI DESA MERAH PUTIH MUARA JAYA I,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.08014864,104.5527135,> ~5 km / none found
1630,KOPERASI DESA MERAH PUTIH TRIBUDI SYUKUR,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.03438465,104.5148827,> ~5 km / none found
2528,KOPERASI DESA MERAH PUTIH TRI BUDI MAKMUR,LAMPUNG,KAB. LAMPUNG BARAT,Kebun Tebu,-5.051112,104.50842,on a building cell (<70 m)
1837,KOPERASI DESA MERAH PUTIH WATES KECAMATAN BALIK BUKIT,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.01814197,104.1137732,on a building cell (<70 m)
1843,KOPERASI DESA MERAH PUTIH PADANG CAHYA,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.00190644,104.0174053,> ~5 km / none found
1849,KOPERASI DESA MERAH PUTIH PADANG DALOM,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.00926734,104.106382,> ~5 km / none found
1876,KOPERASI DESA MERAH PUTIH SEDAMPAH INDAH,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-4.9932644,103.9909212,> ~5 km / none found
1879,KOPERASI KELURAHAN MERAH PUTIH PASAR LIWA,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.02097755,104.0797125,> ~5 km / none found
1889,KOPERASI DESA MERAH PUTIH BAHWAY,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-4.95089148,104.1152715,< ~2 km
1907,KOPERASI DESA MERAH PUTIH KUBU PERAHU,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.06674738,104.0422789,> ~5 km / none found
2556,KOPERASI KELURAHAN MERAH PUTIH WAY MENGAKU,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.03219035,104.0478974,> ~5 km / none found
16478,KOPERASI DESA MERAH PUTIH SUKARAME KECAMATAN BALIK BUKIT,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-4.99570368,104.1143312,on a building cell (<70 m)
17307,KOPERASI DESA MERAH PUTIH SEBARUS,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.08022163,104.0736714,> ~5 km / none found
28389,KOPERASI DESA MERAH PUTIH WAY EMPULAU ULU,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.05605092,104.104309,> ~5 km / none found
28392,KOPERASI DESA MERAH PUTIH GUNUNG SUGIH KECAMATAN BALIK BUKIT,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,-5.03207129,104.10609,> ~5 km / none found
2809,KOPERASI DESA MERAH PUTIH CANGGU KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.07025998,104.1772749,> ~5 km / none found
2810,KOPERASI DESA MERAH PUTIH PEKON BALAK KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.0854757,104.1809265,< ~1 km
2811,KOPERASI DESA MERAH PUTIH KEGERINGAN,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.0784349,104.1910063,> ~5 km / none found
2817,KOPERASI DESA MERAH PUTIH KOTABESI,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.04175436,104.1798457,> ~5 km / none found
2840,KOPERASI DESA MERAH PUTIH SUKABUMI KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.09983205,104.1685014,> ~5 km / none found
2845,KOPERASI DESA MERAH PUTIH SUKARAJA KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-4.96368145,104.1476745,> ~5 km / none found
2846,KOPERASI DESA MERAH PUTIH TEBA LIOKH,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.11731955,104.2130533,> ~5 km / none found
4803,KOPERASI DESA MERAH PUTIH GUNUNG SUGIH KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.0053277,104.1676642,> ~5 km / none found
16167,KOPERASI DESA MERAH PUTIH NEGERI RATU KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.05196918,104.1394101,> ~5 km / none found
16384,KOPERASI DESA MERAH PUTIH KEMBAHANG,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.01337361,104.1361699,> ~5 km / none found
16421,KOPERASI DESA MERAH PUTIH KERANG KECAMATAN BATU BRAK,LAMPUNG,KAB. LAMPUNG BARAT,Batu Brak,-5.02735699,104.1923824,> ~5 km / none found
3218,KOPERASI DESA MERAH PUTIH LOMBOK SELATAN,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.933966,103.945944,> ~5 km / none found
3222,KOPERASI DESA MERAH PUTIH SUKA BANJAR KECAMATAN LUMBOK SEMINUNG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.93182915,103.87010464,> ~5 km / none found
3224,KOPERASI DESA MERAH PUTIH KEAGUNGAN KECAMATAN LUMBOK SEMINUNG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.95614056,103.91932095,on a building cell (<70 m)
3227,KOPERASI DESA MERAH PUTIH HENI ARONG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.888473,103.932566,on a building cell (<70 m)
3259,KOPERASI DESA MERAH PUTIH LOMBOK KECAMATAN LUMBOK SEMINUNG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.94253217,103.92778,< ~260 m
3299,KOPERASI DESA MERAH PUTIH UJUNG KECAMATAN LUMBOK SEMINUNG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.92478499,103.93256121,< ~260 m
3303,KOPERASI DESA MERAH PUTIH SUKA MAJU KECAMATAN LUMBOK SEMINUNG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.93992423,103.9455476,> ~5 km / none found
27160,KOPERASI DESA MERAH PUTIH SUKA BANJAR II UJUNG REMBUN,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.88460937,103.86027217,> ~5 km / none found
27187,KOPERASI DESA MERAH PUTIH TAWAN SUKA MULYA DAN PANCUR MAS,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.92231017,103.87021379,on a building cell (<70 m)
39290,KOPERASI DESA MERAH PUTIH LOMBOK TIMUR KECAMATAN LUMBOK SEMINUNG,LAMPUNG,KAB. LAMPUNG BARAT,Lumbok Seminung,-4.94600022,103.94577594,on a building cell (<70 m)
3582,KOPERASI DESA MERAH PUTIH TAPAK SIRING KECAMATAN SUKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.94896633,103.999373,> ~5 km / none found
3592,KOPERASI DESA MERAH PUTIH BUMI JAYA KECAMATAN SUKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.9361257,104.0240697,> ~5 km / none found
3594,KOPERASI DESA MERAH PUTIH JAGA RAGA,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.92007409,103.9892737,< ~2 km
3600,KOPERASI DESA MERAH PUTIH TANJUNG RAYA KECAMATAN SUKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.98268912,104.0402412,> ~5 km / none found
3607,KOPERASI DESA MERAH PUTIH BUAY NYERUPA,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.94152818,104.0507766,> ~5 km / none found
3614,KOPERASI DESA MERAH PUTIH SUKA MULYA KECAMATAN SUKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.9103711,104.0545806,> ~5 km / none found
3617,KOPERASI DESA MERAH PUTIH TEBA PERING JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.936902,103.9866952,> ~5 km / none found
3630,KOPERASI DESA MERAH PUTIH HANAKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.990343,104.073575,on a building cell (<70 m)
4866,KOPERASI DESA MERAH PUTIH BANDAR BARU KECAMATAN SUKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.95487444,104.0717838,> ~5 km / none found
27189,KOPERASI DESA MERAH PUTIH PAGAR DEWA KECAMATAN SUKAU,LAMPUNG,KAB. LAMPUNG BARAT,Sukau,-4.922687,104.0224522,> ~5 km / none found
3652,KOPERASI DESA MERAH PUTIH ATAR KUWAU,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-5.08064423,104.2159912,> ~5 km / none found
8430,KOPERASI DESA MERAH PUTIH LUAS,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-4.96469227,104.22453,< ~1 km
8437,KOPERASI DESA MERAH PUTIH BAKHU,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-4.97959329,104.2465759,> ~5 km / none found
8444,KOPERASI DESA MERAH PUTIH WAY NGISON KECAMATAN BATU KETULIS,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-5.04765194,104.2447895,on a building cell (<70 m)
8455,KOPERASI DESA MERAH PUTIH KUBU LIKU JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-5.00546116,104.2692284,> ~5 km / none found
8461,KOPERASI DESA MERAH PUTIH CAMPANG TIGA KECAMATAN BATU KETULIS,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-4.93886474,104.2530213,> ~5 km / none found
8499,KOPERASI DESA MERAH PUTIH ATAR BAWANG,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-5.06650977,104.244032,< ~530 m
8505,KOPERASI DESA MERAH PUTIH ARGOMULYO KECAMATAN BATU KETULIS,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-4.90865721,104.2643342,< ~2 km
8524,KOPERASI DESA MERAH PUTIH SUMBER REJO KECAMATAN BATU KETULIS,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-5.10807048,104.2596401,> ~5 km / none found
57130,KOPERASI DESA MERAH PUTIH BATU KEBAYAN,LAMPUNG,KAB. LAMPUNG BARAT,Batu Ketulis,-5.01238269,104.2528392,> ~5 km / none found
4813,KOPERASI DESA MERAH PUTIH SUKAJAYA KECAMATAN SUMBER JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,-5.02462459,104.4321981,< ~260 m
4826,KOPERASI KELURAHAN MERAH PUTIH TUGU SARI KECAMATAN SUMBER JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,-5.02787635,104.4825527,> ~5 km / none found
4830,KOPERASI DESA MERAH PUTIH SIMPANGSARI KECAMATAN SUMBER JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,-5.03599294,104.4543989,< ~530 m
4834,KOPERASI DESA MERAH PUTIH WAY PETAI,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,-4.97224994,104.4588071,> ~5 km / none found
4841,KOPERASI DESA MERAH PUTIH SINDANG PAGAR,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,-4.99609689,104.4292327,> ~5 km / none found
4850,KOPERASI DESA MERAH PUTIH SUKAPURA KECAMATAN SUMBER JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,-4.96805743,104.4876237,> ~5 km / none found
5397,KOPERASI DESA MERAH PUTIH SUKARAJA KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.08300536,104.3550553,> ~5 km / none found
5414,KOPERASI DESA MERAH PUTIH PURALAKSANA,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.0253846,104.4137107,< ~260 m
5418,KOPERASI DESA MERAH PUTIH PADANG TAMBAK KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.06876057,104.3417047,> ~5 km / none found
5420,KOPERASI DESA MERAH PUTIH KARANG AGUNG KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.01382558,104.3957538,> ~5 km / none found
5426,KOPERASI KELURAHAN MERAH PUTIH PAJAR BULAN KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.04208027,104.4209425,> ~5 km / none found
5429,KOPERASI DESA MERAH PUTIH MUTAR ALAM,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.05501803,104.3886189,> ~5 km / none found
5437,KOPERASI DESA MERAH PUTIH TAMBAK JAYA KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.04052671,104.3305727,> ~5 km / none found
5442,KOPERASI DESA MERAH PUTIH TANJUNGRAYA KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.0587901,104.3803773,> ~5 km / none found
5445,KOPERASI DESA MERAH PUTIH SUKANANTI KECAMATAN WAY TENONG,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,-5.09623123,104.361106,> ~5 km / none found
6473,KOPERASI DESA MERAH PUTIH SRI MENANTI KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.09012712,104.3814888,> ~5 km / none found
6488,KOPERASI DESA MERAH PUTIH SUMBER ALAM KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.09950803,104.4200891,on a building cell (<70 m)
6505,KOPERASI DESA MERAH PUTIH SEMARANG JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.07145078,104.4190407,< ~260 m
6514,KOPERASI DESA MERAH PUTIH MANGGARAI KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.1216183,104.3791552,< ~2 km
6521,KOPERASI DESA MERAH PUTIH SUKA DAMAI KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.16387313,104.3866949,> ~5 km / none found
6525,KOPERASI DESA MERAH PUTIH RIGIS JAYA,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.07533047,104.4486703,< ~530 m
6532,KOPERASI DESA MERAH PUTIH GUNUNGTERANG KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.09176636,104.437888,on a building cell (<70 m)
6536,KOPERASI DESA MERAH PUTIH SINAR JAYA KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.10634574,104.4340581,> ~5 km / none found
6545,KOPERASI DESA MERAH PUTIH SIDODADI KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.09388202,104.4052974,> ~5 km / none found
6548,KOPERASI DESA MERAH PUTIH SUKA JADI KECAMATAN AIR HITAM,LAMPUNG,KAB. LAMPUNG BARAT,Air Hitam,-5.14527608,104.4298362,> ~5 km / none found
7330,KOPERASI DESA MERAH PUTIH BEDUDU,LAMPUNG,KAB. LAMPUNG BARAT,Belalau,-5.05420724,104.2065705,> ~5 km / none found
7351,KOPERASI DESA MERAH PUTIH KEJADIAN KECAMATAN BELALAU,LAMPUNG,KAB. LAMPUNG BARAT,Belalau,-5.00608628,104.1861347,> ~5 km / none found
