cooperative_id,cooperative,province,district,subdistrict,latitude,longitude,in_cemetery,cemetery_name,cemetery_osm_id,cemetery_depth_m,dist_cemetery_m,in_farmland,farmland_name,farmland_osm_id,farmland_depth_m,dist_farmland_m,in_marketplace,marketplace_name,marketplace_osm_id,marketplace_depth_m,dist_marketplace_m,dist_village_m,dist_worship_m,farmland_polygon_km2,farmland_polygon_villages,farmland_polygon_coarse,dist_village_core_m,outside_village_core,land_status,land_surveyor,own_cell_pop,pop_within_1_4km,km_non_track,km_any_road,roadside,imagery_url,near_people,deep_in_field,landcover_code,landcover,confirmed_agricultural
76773,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BULOH KECAMATAN DELIMA,ACEH,KAB. PIDIE,Delima,5.34390542,95.88322802,False,,-1,,9290.0,True,,6369571,177.4,0.0,False,,-1,,12044.1,685.7,1340.5,5.853,0,False,685.7,False,Tidak Ada Lahan,,93.0,13428.0,0.396,0.396,False,"https://www.google.com/maps/@5.34390542,95.88322802,250m/data=!3m1!1e3",True,True,40,Cropland,True
12730,KOPERASI DESA MERAH PUTIH BATUATAS LIWU,SULAWESI TENGGARA,KAB. BUTON SELATAN,Batu Atas,-6.18858195,122.6770407,False,,-1,,57612.8,True,,18798340,177.3,0.0,False,,-1,,77624.0,46945.7,55950.9,1.673,0,False,46945.7,True,Tidak Ada Lahan,,181.0,1794.0,0.264,0.264,False,"https://www.google.com/maps/@-6.18858195,122.6770407,250m/data=!3m1!1e3",True,True,30,Grassland,False
57127,KOPERASI DESA MERAH PUTIH SARWADADI KECAMATAN KAWUNGANTEN,JAWA TENGAH,KAB. CILACAP,Kawunganten,-7.55513488,108.9127651,False,,-1,,14786.1,True,,681634253,177.2,0.0,False,,-1,,1147.8,498.8,310.4,0.562,0,False,310.4,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,1077.0,24070.0,0.264,0.264,False,"https://www.google.com/maps/@-7.55513488,108.9127651,250m/data=!3m1!1e3",True,True,40,Cropland,True
71453,KOPERASI DESA MERAH PUTIH TASIKMADU KECAMATAN PITURUH,JAWA TENGAH,KAB. PURWOREJO,Pituruh,-7.70980228,109.820504,False,,-1,,2616.7,True,,692787032,177.2,0.0,False,,-1,,2217.1,305.3,1409.3,4.637,0,False,305.3,False,,,675.0,24697.0,0.264,0.264,False,"https://www.google.com/maps/@-7.70980228,109.820504,250m/data=!3m1!1e3",True,True,40,Cropland,True
78508,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG JEULEUPEE,ACEH,KAB. PIDIE,Pidie,5.36941351,95.91867912,False,,-1,,4496.8,True,,428312200,177.1,0.0,False,,-1,,8530.5,423.6,1393.7,3.314,0,False,423.6,False,,,829.0,33313.0,0.132,0.132,True,"https://www.google.com/maps/@5.36941351,95.91867912,250m/data=!3m1!1e3",True,True,40,Cropland,True
59344,KOPERASI DESA MERAH PUTIH KAMPALA ARUNGKEKE,SULAWESI SELATAN,KAB. JENEPONTO,Arungkeke,-5.68826052,119.7854505,False,,-1,,1817.8,True,,242675606,176.9,0.0,False,,-1,,5107.3,946.3,553.1,4.478,1,False,553.1,False,Tidak Ada Lahan,,0.0,17417.0,0.264,0.264,False,"https://www.google.com/maps/@-5.68826052,119.7854505,250m/data=!3m1!1e3",True,True,40,Cropland,True
81690,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG MEURIA BLUEK KECAMATAN MEURAH MULIA,ACEH,KAB. ACEH UTARA,Meurah Mulia,5.09987914,97.21250548,False,,-1,,4362.3,True,,5247593,176.9,0.0,False,,-1,,5180.8,513.7,1836.3,31.447,1,False,513.7,False,Tidak Ada Lahan,,422.0,31669.0,0.264,0.264,False,"https://www.google.com/maps/@5.09987914,97.21250548,250m/data=!3m1!1e3",True,True,40,Cropland,True
35409,KOPERASI DESA MERAH PUTIH MAMBAL,BALI,KAB. BADUNG,Abiansemal,-8.53495961,115.2278061,False,,-1,,3870.3,True,,9762720,176.5,0.0,False,,-1,,1740.6,1060.6,1427.8,1.72,1,False,1060.6,True,Tidak Ada Lahan,,808.0,33329.0,0.132,0.132,True,"https://www.google.com/maps/@-8.53495961,115.2278061,250m/data=!3m1!1e3",True,True,40,Cropland,True
77792,KOPERASI DESA MERAH PUTIH MANDIKE,SULAWESI TENGGARA,KAB. MUNA BARAT,Tiworo Utara,-4.57876639,122.2994719,False,,-1,,15304.0,True,Pulo Bero,26275971,175.9,0.0,False,,-1,,29800.2,13166.5,12147.1,0.191,0,False,12147.1,True,Sedang Diverifikasi,KOPERASI,194.0,454.0,,,False,"https://www.google.com/maps/@-4.57876639,122.2994719,250m/data=!3m1!1e3",True,True,30,Grassland,False
73091,KOPERASI DESA MERAH PUTIH BENDUNGAN KECAMATAN SIMO,JAWA TENGAH,KAB. BOYOLALI,Simo,-7.45186665,110.6965984,False,,-1,,7185.0,True,,703317642,175.8,0.0,False,,-1,,2378.4,534.9,399.6,0.324,0,False,399.6,False,Terverifikasi,Agrinas,658.0,28579.0,0.132,0.132,True,"https://www.google.com/maps/@-7.45186665,110.6965984,250m/data=!3m1!1e3",True,True,40,Cropland,True
76276,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BLANGONG BASAH,ACEH,KAB. PIDIE,Mutiara Timur,5.23151115,95.97927775,False,,-1,,17253.9,True,,1118437896,175.3,0.0,False,,-1,,12687.9,269.6,2716.4,0.316,0,False,269.6,False,Sedang Diverifikasi,KOPERASI,131.0,16170.0,0.132,0.132,True,"https://www.google.com/maps/@5.23151115,95.97927775,250m/data=!3m1!1e3",True,True,40,Cropland,True
8526,KOPERASI DESA MERAH PUTIH TEGALOMBO KECAMATAN KAUMAN,JAWA TIMUR,KAB. PONOROGO,Kauman,-7.8990503,111.3893189,False,,-1,,9757.9,True,,674895092,175.1,0.0,False,,-1,,4178.2,912.3,1293.2,0.874,0,False,912.3,True,Terverifikasi,KOPERASI,488.0,37066.0,0.0,0.0,True,"https://www.google.com/maps/@-7.8990503,111.3893189,250m/data=!3m1!1e3",True,True,40,Cropland,True
2133,KOPERASI DESA MERAH PUTIH PULUHAN TENGAH,JAWA TENGAH,KAB. PATI,Jakenan,-6.7649874,111.1462181,False,,-1,,9879.2,True,,692523333,174.7,0.0,False,,-1,,2104.5,403.1,1341.7,1.719,0,False,403.1,False,Terverifikasi,Agrinas,862.0,25045.0,0.396,0.396,False,"https://www.google.com/maps/@-6.7649874,111.1462181,250m/data=!3m1!1e3",True,True,40,Cropland,True
70754,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG RISEH TEUNGOH KECAMATAN SAWANG KABUPATEN ACEH UTARA,ACEH,KAB. ACEH UTARA,Sawang,5.08344032,96.88963497,False,,-1,,18031.2,True,,405451035,172.7,0.0,False,,-1,,16750.8,591.7,13246.9,1.387,0,False,591.7,False,,,192.0,6015.0,0.132,0.132,True,"https://www.google.com/maps/@5.08344032,96.88963497,250m/data=!3m1!1e3",True,True,40,Cropland,True
44897,KOPERASI DESA MERAH PUTIH RANGGASOLO WERA,NUSA TENGGARA BARAT,KAB. BIMA,Wera,-8.30774515,118.9303351,False,,-1,,837.7,True,,152439092,171.8,0.0,False,,-1,,3594.5,1004.7,680.3,1.214,0,False,680.3,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,59.0,6750.0,0.264,0.264,False,"https://www.google.com/maps/@-8.30774515,118.9303351,250m/data=!3m1!1e3",True,True,40,Cropland,True
20413,KOPERASI DESA MERAH PUTIH KOPERASI DESA MERAH PUTIH RASABOU,NUSA TENGGARA BARAT,KAB. DOMPU,Hu'u,-8.73306839,118.4429902,False,,-1,,1875.3,True,,139505819,171.3,0.0,False,,-1,,2124.5,913.5,345.7,1.336,0,False,345.7,False,Terverifikasi,KOPERASI,97.0,6209.0,0.264,0.132,True,"https://www.google.com/maps/@-8.73306839,118.4429902,250m/data=!3m1!1e3",True,True,40,Cropland,True
25182,KOPERASI DESA MERAH PUTIH SATIUNG KECAMATAN KUSAN TENGAH,KALIMANTAN SELATAN,KAB. TANAH BUMBU,Kusan Tengah,-3.53619669,115.8408755,False,,-1,,9441.4,True,Sawah,1421963538,171.0,0.0,False,,-1,,6822.5,1045.4,1052.3,3.706,0,False,1045.4,True,Sedang Diverifikasi,KOPERASI,5.0,1394.0,0.396,0.264,False,"https://www.google.com/maps/@-3.53619669,115.8408755,250m/data=!3m1!1e3",True,True,10,Tree cover,False
84512,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BARAT PAYA ITEK KECAMATAN MEURAH MULIA,ACEH,KAB. ACEH UTARA,Meurah Mulia,5.08190126,97.19866739,False,,-1,,6315.0,True,,5247593,170.7,0.0,False,,-1,,7655.4,379.9,3764.2,31.447,1,False,379.9,False,,,225.0,21644.0,0.132,0.132,True,"https://www.google.com/maps/@5.08190126,97.19866739,250m/data=!3m1!1e3",True,True,40,Cropland,True
68520,KOPERASI DESA MERAH PUTIH DUDUWETAN KECAMATAN GRABAG KABUPATEN PURWOREJO,JAWA TENGAH,KAB. PURWOREJO,Grabag,-7.813291,109.8750986,False,,-1,,1769.0,True,,1415614699,170.5,0.0,False,,-1,,3631.0,391.9,743.1,3.563,0,False,391.9,False,Terverifikasi,Agrinas,125.0,19286.0,0.132,0.132,True,"https://www.google.com/maps/@-7.813291,109.8750986,250m/data=!3m1!1e3",True,True,40,Cropland,True
85073,KOPERASI DESA MERAH PUTIH SEMBILAN KECAMATAN TANAH KAMPUNG,JAMBI,KOTA SUNGAI PENUH,Tanah Kampung,-2.08686848,101.4387999,False,,-1,,3430.6,True,,1240678341,170.4,0.0,False,,-1,,3148.5,775.3,825.9,3.308,0,False,775.3,False,Terverifikasi,BUSINESS ASSISTANCE,1263.0,24195.0,0.528,0.528,False,"https://www.google.com/maps/@-2.08686848,101.4387999,250m/data=!3m1!1e3",True,True,40,Cropland,True
47814,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BAYU,ACEH,KAB. ACEH UTARA,Kuta Makmur,5.1165615,97.08877691,False,,-1,,3368.7,True,,333878646,170.1,0.0,False,,-1,,9439.7,672.6,1264.4,1.875,0,False,672.6,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,79.0,12535.0,0.0,0.0,True,"https://www.google.com/maps/@5.1165615,97.08877691,250m/data=!3m1!1e3",True,True,40,Cropland,True
69966,KOPERASI DESA MERAH PUTIH PATAKBANTENG KECAMATAN KEJAJAR KABUPATEN WONOSOBO,JAWA TENGAH,KAB. WONOSOBO,Kejajar,-7.20712943,109.927471,False,,-1,,526.4,True,,1172757587,169.8,0.0,False,,-1,,9789.7,444.3,467.1,0.55,0,False,444.3,False,Terverifikasi,Agrinas,597.0,12831.0,0.132,0.132,True,"https://www.google.com/maps/@-7.20712943,109.927471,250m/data=!3m1!1e3",True,True,10,Tree cover,False
51451,KOPERASI DESA MERAH PUTIH BANGLI,BALI,KAB. TABANAN,Baturiti,-8.32572957,115.1638619,False,,-1,,10272.9,True,,129316998,169.4,0.0,False,,-1,,2380.4,699.0,3164.4,1.93,0,False,699.0,False,Tidak Ada Lahan,,210.0,9343.0,0.264,0.0,True,"https://www.google.com/maps/@-8.32572957,115.1638619,250m/data=!3m1!1e3",True,True,40,Cropland,True
61672,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BILI,ACEH,KAB. PIDIE,Glumpang Tiga,5.25029699,96.02519622,False,,-1,,16818.4,True,,1118006698,169.4,0.0,False,,-1,,11156.4,647.6,1346.4,2.56,0,False,647.6,False,,,8.0,24653.0,0.264,0.0,True,"https://www.google.com/maps/@5.25029699,96.02519622,250m/data=!3m1!1e3",True,True,40,Cropland,True
81205,KOPERASI DESA MERAH PUTIH FATUKOKO,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH SELATAN,Mollo Barat,-9.8637306,124.1730249,False,,-1,,5616.2,True,,717046499,168.4,0.0,False,,-1,,2007.0,1865.8,93.8,1.093,0,False,93.8,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,210.0,2460.0,0.0,0.0,True,"https://www.google.com/maps/@-9.8637306,124.1730249,250m/data=!3m1!1e3",True,True,10,Tree cover,False
85557,KOPERASI DESA MERAH PUTIH SYARIAH COT TRUENG,ACEH,KAB. ACEH UTARA,Muara Batu,5.24766008,96.94895367,False,,-1,,3141.6,True,,5478655,168.3,0.0,False,,-1,,18710.9,830.8,1013.7,17.287,0,False,830.8,True,,,422.0,25768.0,0.132,0.0,True,"https://www.google.com/maps/@5.24766008,96.94895367,250m/data=!3m1!1e3",True,True,40,Cropland,True
62221,KOPERASI DESA MERAH PUTIH MEDINI KECAMATAN GAJAH KABUPATEN DEMAK,JAWA TENGAH,KAB. DEMAK,Gajah,-6.90989221,110.7810444,False,,-1,,4519.1,True,,1336464247,167.3,0.0,False,,-1,,11988.8,578.1,1701.2,0.653,0,False,578.1,False,Terverifikasi,Agrinas,1424.0,34445.0,0.132,0.132,True,"https://www.google.com/maps/@-6.90989221,110.7810444,250m/data=!3m1!1e3",True,True,40,Cropland,True
31071,KOPERASI KELURAHAN MERAH PUTIH PATARUMAN,JAWA BARAT,KOTA BANJAR,Pataruman,-7.37682938,108.5643419,False,,-1,,1453.8,True,,683840415,167.0,0.0,False,,-1,,2019.3,900.5,820.9,1.651,0,False,820.9,True,Terverifikasi,KOPERASI,190.0,39049.0,0.264,0.264,False,"https://www.google.com/maps/@-7.37682938,108.5643419,250m/data=!3m1!1e3",True,True,40,Cropland,True
1149,KOPERASI DESA MERAH PUTIH GLINDAH,JAWA TIMUR,KAB. GRESIK,Kedamean,-7.29922867,112.4951258,False,,-1,,11386.0,True,,1482119374,166.8,0.0,False,,-1,,6306.6,33.7,2671.4,6.335,1,False,33.7,False,Terverifikasi,Agrinas,578.0,26643.0,0.132,0.132,True,"https://www.google.com/maps/@-7.29922867,112.4951258,250m/data=!3m1!1e3",True,True,40,Cropland,True
6830,KOPERASI DESA MERAH PUTIH PANGEBATAN KECAMATAN BANTARKAWUNG,JAWA TENGAH,KAB. BREBES,Bantarkawung,-7.24445323,108.9331168,False,,-1,,7825.2,True,,683385234,166.4,0.0,False,,-1,,6866.7,1235.2,2154.9,2.852,0,False,1235.2,True,Terverifikasi,Agrinas,561.0,19786.0,0.66,0.66,False,"https://www.google.com/maps/@-7.24445323,108.9331168,250m/data=!3m1!1e3",True,True,10,Tree cover,False
44122,KOPERASI DESA MERAH PUTIH BERABAN KECAMATAN KEDIRI,BALI,KAB. TABANAN,Kediri,-8.61457343,115.1005193,False,,-1,,7195.7,True,,1352241038,166.1,0.0,False,,-1,,5131.3,101.5,1516.4,1.079,1,False,101.5,False,,,434.0,17735.0,0.264,0.132,True,"https://www.google.com/maps/@-8.61457343,115.1005193,250m/data=!3m1!1e3",True,True,40,Cropland,True
781,KOPERASI DESA MERAH PUTIH DELIKSUMBER,JAWA TIMUR,KAB. GRESIK,Benjeng,-7.268331,112.4690908,False,,-1,,11821.9,True,,1474566069,165.5,0.0,False,,-1,,2377.1,611.2,2697.9,2.199,1,False,611.2,False,Terverifikasi,KOPERASI,1170.0,37538.0,0.396,0.396,False,"https://www.google.com/maps/@-7.268331,112.4690908,250m/data=!3m1!1e3",True,True,40,Cropland,True
13200,KOPERASI DESA MERAH PUTIH PURWOREJO GEMOLONG SRAGEN,JAWA TENGAH,KAB. SRAGEN,Gemolong,-7.37481033,110.8387142,False,,-1,,6154.7,True,,9689330,165.5,0.0,False,,-1,,2719.8,565.1,2008.8,6.201,0,False,565.1,False,Selesai,Agrinas,143.0,19757.0,0.264,0.0,True,"https://www.google.com/maps/@-7.37481033,110.8387142,250m/data=!3m1!1e3",True,True,40,Cropland,True
70485,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG SIMPANG,ACEH,KAB. PIDIE,Glumpang Tiga,5.24663189,96.04456896,False,,-1,,18235.9,True,,1118755722,165.5,0.0,False,,-1,,12392.8,362.7,1698.0,0.789,0,False,362.7,False,Sedang Diverifikasi,KOPERASI,164.0,19815.0,0.132,0.132,True,"https://www.google.com/maps/@5.24663189,96.04456896,250m/data=!3m1!1e3",True,True,40,Cropland,True
85149,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BLANG KECAMATAN TANAH LUAS,ACEH,KAB. ACEH UTARA,Tanah Luas,5.0328468,97.23983378,False,,-1,,4508.5,True,,351611227,165.4,0.0,False,,-1,,4416.9,475.2,564.9,11.604,0,False,475.2,False,,,285.0,14691.0,0.132,0.132,True,"https://www.google.com/maps/@5.0328468,97.23983378,250m/data=!3m1!1e3",True,True,40,Cropland,True
42228,KOPERASI DESA MERAH PUTIH JAYALAKSANA CABANGBUNGIN,JAWA BARAT,KAB. BEKASI,Cabangbungin,-6.10314774,107.181528,False,,-1,,1239.4,True,,548658269,165.1,0.0,False,,-1,,4463.8,1519.2,248.8,28.381,0,False,248.8,False,Sedang Diverifikasi,KEMENTERIAN DALAM NEGERI,465.0,41296.0,0.132,0.132,True,"https://www.google.com/maps/@-6.10314774,107.181528,250m/data=!3m1!1e3",True,True,40,Cropland,True
78715,KOPERASI DESA MERAH PUTIH SUMBERAGUNG KECAMATAN KEPOHBARU KABUPATEN BOJONEGORO,JAWA TIMUR,KAB. BOJONEGORO,Kepohbaru,-7.17253316,112.0856772,False,,-1,,1546.0,True,,6900860,165.0,0.0,False,,-1,,4418.8,1025.9,1010.7,6.044,1,False,1010.7,True,Terverifikasi,Agrinas,919.0,17544.0,0.264,0.132,True,"https://www.google.com/maps/@-7.17253316,112.0856772,250m/data=!3m1!1e3",True,True,40,Cropland,True
43170,KOPERASI DESA MERAH PUTIH SINDANGPANON,BANTEN,KAB. TANGERANG,Sindang Jaya,-6.15716605,106.5219303,False,,-1,,1331.0,True,,14293795,164.8,0.0,False,,-1,,1431.1,692.5,1394.1,3.149,0,False,692.5,False,,,3292.0,137293.0,0.264,0.264,False,"https://www.google.com/maps/@-6.15716605,106.5219303,250m/data=!3m1!1e3",True,True,40,Cropland,True
81725,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG KRUENG BARO BLANG MEE KECAMATAN SAMUDERA,ACEH,KAB. ACEH UTARA,Samudera,5.13249797,97.21649514,False,,-1,,809.0,True,,351398074,164.7,0.0,False,,-1,,3488.0,273.9,775.2,0.462,0,False,273.9,False,,,668.0,27539.0,0.132,0.132,True,"https://www.google.com/maps/@5.13249797,97.21649514,250m/data=!3m1!1e3",True,True,40,Cropland,True
32699,KOPERASI DESA MERAH PUTIH KARYASARI KECAMATAN CIKEDAL,BANTEN,KAB. PANDEGLANG,Cikedal,-6.3786151,105.8970055,False,,-1,,2446.5,True,,728843339,164.4,0.0,False,,-1,,2603.2,745.1,305.6,1.293,0,False,305.6,False,Terverifikasi,Agrinas,1189.0,37965.0,0.264,0.264,False,"https://www.google.com/maps/@-6.3786151,105.8970055,250m/data=!3m1!1e3",True,True,10,Tree cover,False
85552,KOPERASI DESA MERAH PUTIH SYARIAH MEUNASAH PINTO,ACEH,KAB. ACEH UTARA,Muara Batu,5.23791826,96.93251748,False,,-1,,4111.2,True,,5478655,164.0,0.0,False,,-1,,16656.1,417.7,2011.5,17.287,0,False,417.7,False,Tidak Ada Lahan,,301.0,25575.0,0.264,0.264,False,"https://www.google.com/maps/@5.23791826,96.93251748,250m/data=!3m1!1e3",True,True,40,Cropland,True
51375,KOPERASI DESA MERAH PUTIH MADAWAU MADAPANGGA,NUSA TENGGARA BARAT,KAB. BIMA,Madapangga,-8.48910367,118.5188503,False,,-1,,194.9,True,,204082680,163.7,0.0,False,,-1,,8293.8,185.0,366.8,0.191,1,False,185.0,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,83.0,4200.0,0.264,0.264,False,"https://www.google.com/maps/@-8.48910367,118.5188503,250m/data=!3m1!1e3",True,True,40,Cropland,True
62710,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BLANG TUNONG,ACEH,KAB. PIDIE,Glumpang Tiga,5.2566983,96.02387388,False,,-1,,16122.2,True,,1130043096,163.5,0.0,False,,-1,,10440.2,295.4,1626.7,0.548,0,False,295.4,False,,,8.0,24653.0,0.264,0.132,True,"https://www.google.com/maps/@5.2566983,96.02387388,250m/data=!3m1!1e3",True,True,40,Cropland,True
78635,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG MESJID BAMBONG DELIMA,ACEH,KAB. PIDIE,Delima,5.35716705,95.91605428,False,,-1,,5437.4,True,,6369573,163.4,0.0,False,,-1,,8501.3,395.5,1031.0,7.17,0,False,395.5,False,,,1026.0,31848.0,0.132,0.132,True,"https://www.google.com/maps/@5.35716705,95.91605428,250m/data=!3m1!1e3",True,True,40,Cropland,True
24264,KOPERASI DESA MERAH PUTIH DURUNGBEDUG,JAWA TIMUR,KAB. SIDOARJO,Candi,-7.46423378,112.6713825,False,,-1,,3146.5,True,,642298176,163.4,0.0,False,,-1,,4474.6,64.7,1123.9,2.713,1,False,64.7,False,Sedang Diverifikasi,KOPERASI,4019.0,115970.0,0.264,0.264,False,"https://www.google.com/maps/@-7.46423378,112.6713825,250m/data=!3m1!1e3",True,True,40,Cropland,True
75153,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG ALUE BUNGKOH KECAMATAN PIRAK TIMU KABUPATEN ACEH UTARA,ACEH,KAB. ACEH UTARA,Pirak Timu,4.99728388,97.27083929,False,,-1,,4320.4,True,,351852353,163.2,0.0,False,,-1,,4593.0,627.8,2199.7,13.071,0,False,627.8,False,Terverifikasi,Agrinas,191.0,7382.0,0.264,0.264,False,"https://www.google.com/maps/@4.99728388,97.27083929,250m/data=!3m1!1e3",True,True,40,Cropland,True
28705,KOPERASI DESA MERAH PUTIH PANDANSARI KECAMATAN PURWOASRI,JAWA TIMUR,KAB. KEDIRI,Purwoasri,-7.64586473,112.1165792,False,,-1,,440.7,True,,1258756568,162.2,0.0,False,,-1,,1748.5,223.4,1339.7,0.584,1,False,223.4,False,Terverifikasi,Agrinas,271.0,25212.0,0.264,0.264,False,"https://www.google.com/maps/@-7.64586473,112.1165792,250m/data=!3m1!1e3",True,True,40,Cropland,True
85218,KOPERASI DESA MERAH PUTIH LAJU KECAMATAN LANGGUDU,NUSA TENGGARA BARAT,KAB. BIMA,Langgudu,-8.7011083,118.731221,False,,-1,,5999.0,True,,350892772,161.9,0.0,False,,-1,,10560.5,255.5,576.9,0.547,1,False,255.5,False,Terverifikasi,KOPERASI,560.0,3182.0,0.528,0.528,False,"https://www.google.com/maps/@-8.7011083,118.731221,250m/data=!3m1!1e3",True,True,40,Cropland,True
34490,KOPERASI DESA MERAH PUTIH SYARIAH COT CUT KECAMATAN KUTA BARO,ACEH,KAB. ACEH BESAR,Kuta Baro,5.54611931,95.37706517,False,,-1,,2928.6,True,,4576707,161.0,0.0,False,,-1,,2295.9,704.6,1187.0,6.716,0,False,704.6,False,Terverifikasi,BUSINESS ASSISTANCE,522.0,49906.0,0.132,0.132,True,"https://www.google.com/maps/@5.54611931,95.37706517,250m/data=!3m1!1e3",True,True,40,Cropland,True
80695,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG PULO HAGU TANJONG,ACEH,KAB. PIDIE,Padang Tiji,5.3783055,95.82344164,False,,-1,,14672.2,True,,428312194,160.6,0.0,False,,-1,,19016.3,787.8,3115.6,4.274,0,False,787.8,False,,,115.0,9590.0,0.264,0.264,False,"https://www.google.com/maps/@5.3783055,95.82344164,250m/data=!3m1!1e3",True,True,40,Cropland,True
42995,KOPERASI DESA MERAH PUTIH PINGGIR AIR,JAMBI,KOTA SUNGAI PENUH,Kumun Debai,-2.09560825,101.4326026,False,,-1,,4373.2,True,,1240678341,160.4,0.0,False,,-1,,4088.4,571.0,940.9,3.308,0,False,571.0,False,,,311.0,26827.0,0.132,0.132,True,"https://www.google.com/maps/@-2.09560825,101.4326026,250m/data=!3m1!1e3",True,True,40,Cropland,True
54833,KOPERASI DESA MERAH PUTIH AIR TENANG,BENGKULU,KAB. BENGKULU UTARA,Napal Putih,-3.1440903,101.8770132,False,,-1,,11828.8,True,PT Alno Agro Utama (SUMINDO),1463609083,160.2,0.0,False,,-1,,16315.5,4216.5,6252.2,42.561,0,False,4216.5,True,Terverifikasi,KOPERASI,0.0,1163.0,1.188,1.188,False,"https://www.google.com/maps/@-3.1440903,101.8770132,250m/data=!3m1!1e3",True,True,10,Tree cover,False
11887,KOPERASI DESA MERAH PUTIH WOKA JAYA WASILE TIMUR,MALUKU UTARA,KAB. HALMAHERA TIMUR,Wasile Timur,1.17504611,128.229338,False,,-1,,33363.0,True,,340801176,159.8,0.0,False,,-1,,33359.9,2859.4,8992.6,11.069,0,False,2859.4,True,Terverifikasi,Agrinas,38.0,5360.0,0.66,0.0,True,"https://www.google.com/maps/@1.17504611,128.229338,250m/data=!3m1!1e3",True,True,40,Cropland,True
19126,KOPERASI DESA MERAH PUTIH SYARIAH GEUNDOT,ACEH,KAB. BIREUEN,Jangka,5.23279767,96.78765964,False,,-1,,5202.2,True,,345546312,159.7,0.0,False,,-1,,3978.0,419.6,1851.0,3.247,0,False,419.6,False,Tidak Ada Lahan,,762.0,34189.0,0.0,0.0,True,"https://www.google.com/maps/@5.23279767,96.78765964,250m/data=!3m1!1e3",True,True,40,Cropland,True
55794,KOPERASI DESA MERAH PUTIH BANYUURIP KECAMATAN BONE BONE,SULAWESI SELATAN,KAB. LUWU UTARA,Bone Bone,-2.6216869,120.52093,False,,-1,,1264.7,True,,13262899,159.4,0.0,False,,-1,,2089.3,1462.2,1053.4,0.725,0,False,1053.4,True,Terverifikasi,Agrinas,311.0,14284.0,0.396,0.264,False,"https://www.google.com/maps/@-2.6216869,120.52093,250m/data=!3m1!1e3",True,True,40,Cropland,True
18603,KOPERASI DESA MERAH PUTIH PAKUNDEN KECAMATAN NGLUWAR KABUPATEN MAGELANG,JAWA TENGAH,KAB. MAGELANG,Ngluwar,-7.67118431,110.2814459,False,,-1,,1204.9,True,,523254144,159.3,0.0,False,,-1,,2161.6,448.6,698.1,0.599,0,False,448.6,False,Terverifikasi,Agrinas,1823.0,48726.0,0.132,0.132,True,"https://www.google.com/maps/@-7.67118431,110.2814459,250m/data=!3m1!1e3",True,True,40,Cropland,True
80819,KOPERASI DESA MERAH PUTIH KINALI,RIAU,KAB. KUANTAN SINGINGI,Kuantan Mudik,-0.64293843,101.4499504,False,,-1,,4020.3,True,,638460789,158.5,0.0,False,,-1,,18250.8,436.9,3870.3,1.153,0,False,436.9,False,,,215.0,7054.0,0.264,0.264,False,"https://www.google.com/maps/@-0.64293843,101.4499504,250m/data=!3m1!1e3",True,True,40,Cropland,True
71176,KOPERASI DESA MERAH PUTIH KENDALDOYONG KECAMATAN WONOSALAM KABUPATEN DEMAK,JAWA TENGAH,KAB. DEMAK,Wonosalam,-6.92413327,110.6405581,False,,-1,,3308.0,True,,1305874712,158.4,0.0,False,,-1,,3358.9,723.8,1816.9,6.729,0,False,723.8,False,Terverifikasi,BUSINESS ASSISTANCE,682.0,38100.0,0.264,0.264,False,"https://www.google.com/maps/@-6.92413327,110.6405581,250m/data=!3m1!1e3",True,True,40,Cropland,True
74368,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG PULO RAYEUK KECAMATAN KUTA MAKMUR KABUPATEN ACEH UTARA,ACEH,KAB. ACEH UTARA,Kuta Makmur,5.13552491,97.07497479,False,,-1,,5472.9,True,,4726610,158.1,0.0,False,,-1,,9517.0,384.3,2598.1,5.126,0,False,384.3,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,294.0,11231.0,0.132,0.132,True,"https://www.google.com/maps/@5.13552491,97.07497479,250m/data=!3m1!1e3",True,True,40,Cropland,True
